"CASEID" "ASEID" "MCASEID" "dup"
"4236" 552601 1 5526 2
"4237" 552602 2 5526 2
"4238" 552801 1 5528 2
"4239" 552802 2 5528 2
"4240" 553001 1 5530 2
"4241" 553002 2 5530 2
"4242" 553601 1 5536 1
"4243" 553701 1 5537 2
"4244" 553702 2 5537 2
"4245" 554401 1 5544 2
"4246" 554402 2 5544 2
"4247" 554601 1 5546 2
"4248" 554602 2 5546 2
"4249" 554702 2 5547 3
"4250" 554703 3 5547 3
"4251" 554705 5 5547 3
"4252" 554801 1 5548 2
"4253" 554802 2 5548 2
"4254" 555001 1 5550 2
"4255" 555002 2 5550 2
"4256" 555101 1 5551 1
"4257" 555301 1 5553 1
"4258" 555501 1 5555 2
"4259" 555502 2 5555 2
"4260" 555702 2 5557 1
"4261" 556001 1 5560 3
"4262" 556002 2 5560 3
"4263" 556003 3 5560 3
"4264" 556101 1 5561 1
"4265" 556301 1 5563 1
"4266" 556501 1 5565 2
"4267" 556502 2 5565 2
"4268" 556601 1 5566 1
"4269" 556801 1 5568 1
"4270" 557401 1 5574 1
"4271" 557601 1 5576 1
"4272" 557701 1 5577 2
"4273" 557702 2 5577 2
"4274" 558101 1 5581 2
"4275" 558102 2 5581 2
"4276" 558201 1 5582 1
"4277" 558301 1 5583 2
"4278" 558302 2 5583 2
"4279" 558903 3 5589 2
"4280" 558904 4 5589 2
"4281" 559301 1 5593 3
"4282" 559302 2 5593 3
"4283" 559303 3 5593 3
"4284" 559501 1 5595 2
"4285" 559502 2 5595 2
"4286" 559601 1 5596 2
"4287" 559602 2 5596 2
"4288" 560001 1 5600 1
"4289" 560501 1 5605 2
"4290" 560502 2 5605 2
"4291" 560601 1 5606 2
"4292" 560602 2 5606 2
"4293" 560901 1 5609 2
"4294" 560902 2 5609 2
"4295" 561201 1 5612 4
"4296" 561202 2 5612 4
"4297" 561203 3 5612 4
"4298" 561204 4 5612 4
"4299" 561401 1 5614 3
"4300" 561402 2 5614 3
"4301" 561403 3 5614 3
"4302" 561501 1 5615 2
"4303" 561502 2 5615 2
"4304" 561901 1 5619 2
"4305" 561902 2 5619 2
"4306" 562401 1 5624 2
"4307" 562402 2 5624 2
"4308" 562601 1 5626 1
"4309" 562701 1 5627 3
"4310" 562702 2 5627 3
"4311" 562703 3 5627 3
"4312" 563101 1 5631 4
"4313" 563102 2 5631 4
"4314" 563103 3 5631 4
"4315" 563104 4 5631 4
"4316" 563401 1 5634 1
"4317" 564001 1 5640 3
"4318" 564002 2 5640 3
"4319" 564003 3 5640 3
"4320" 564601 1 5646 1
"4321" 564701 1 5647 3
"4322" 564702 2 5647 3
"4323" 564703 3 5647 3
"4324" 564801 1 5648 4
"4325" 564802 2 5648 4
"4326" 564803 3 5648 4
"4327" 564804 4 5648 4
"4328" 565201 1 5652 2
"4329" 565202 2 5652 2
"4330" 565401 1 5654 2
"4331" 565402 2 5654 2
"4332" 565601 1 5656 2
"4333" 565602 2 5656 2
"4334" 565701 1 5657 1
"4335" 566901 1 5669 1
"4336" 567002 2 5670 1
"4337" 567301 1 5673 1
"4338" 567401 1 5674 1
"4339" 567501 1 5675 1
"4340" 568104 4 5681 1
"4341" 568502 2 5685 2
"4342" 568503 3 5685 2
"4343" 568601 1 5686 3
"4344" 568602 2 5686 3
"4345" 568603 3 5686 3
"4346" 568701 1 5687 3
"4347" 568702 2 5687 3
"4348" 568703 3 5687 3
"4349" 569001 1 5690 1
"4350" 569501 1 5695 3
"4351" 569502 2 5695 3
"4352" 569503 3 5695 3
"4353" 570101 1 5701 1
"4354" 570201 1 5702 1
"4355" 570501 1 5705 2
"4356" 570502 2 5705 2
"4357" 570601 1 5706 1
"4358" 570701 1 5707 3
"4359" 570702 2 5707 3
"4360" 570703 3 5707 3
"4361" 570801 1 5708 3
"4362" 570802 2 5708 3
"4363" 570803 3 5708 3
"4364" 570901 1 5709 1
"4365" 571201 1 5712 2
"4366" 571202 2 5712 2
"4367" 571301 1 5713 4
"4368" 571302 2 5713 4
"4369" 571303 3 5713 4
"4370" 571304 4 5713 4
"4371" 571501 1 5715 2
"4372" 571502 2 5715 2
"4373" 571701 1 5717 1
"4374" 571801 1 5718 2
"4375" 571802 2 5718 2
"4376" 572001 1 5720 2
"4377" 572002 2 5720 2
"4378" 572401 1 5724 2
"4379" 572402 2 5724 2
"4380" 572801 1 5728 3
"4381" 572802 2 5728 3
"4382" 572803 3 5728 3
"4383" 572901 1 5729 4
"4384" 572902 2 5729 4
"4385" 572903 3 5729 4
"4386" 572904 4 5729 4
"4387" 573201 1 5732 2
"4388" 573202 2 5732 2
"4389" 574001 1 5740 5
"4390" 574002 2 5740 5
"4391" 574003 3 5740 5
"4392" 574004 4 5740 5
"4393" 574005 5 5740 5
"4394" 574101 1 5741 3
"4395" 574102 2 5741 3
"4396" 574103 3 5741 3
"4397" 574401 1 5744 2
"4398" 574402 2 5744 2
"4399" 574601 1 5746 3
"4400" 574602 2 5746 3
"4401" 574603 3 5746 3
"4402" 575301 1 5753 2
"4403" 575302 2 5753 2
"4404" 575601 1 5756 3
"4405" 575602 2 5756 3
"4406" 575603 3 5756 3
"4407" 576601 1 5766 2
"4408" 576602 2 5766 2
"4409" 576701 1 5767 2
"4410" 576702 2 5767 2
"4411" 576801 1 5768 1
"4412" 577301 1 5773 4
"4413" 577302 2 5773 4
"4414" 577303 3 5773 4
"4415" 577304 4 5773 4
"4416" 577401 1 5774 3
"4417" 577402 2 5774 3
"4418" 577403 3 5774 3
"4419" 577701 1 5777 1
"4420" 578001 1 5780 3
"4421" 578002 2 5780 3
"4422" 578003 3 5780 3
"4423" 578101 1 5781 3
"4424" 578102 2 5781 3
"4425" 578103 3 5781 3
"4426" 578201 1 5782 1
"4427" 579001 1 5790 2
"4428" 579002 2 5790 2
"4429" 579301 1 5793 4
"4430" 579302 2 5793 4
"4431" 579303 3 5793 4
"4432" 579304 4 5793 4
"4433" 579601 1 5796 1
"4434" 579801 1 5798 4
"4435" 579802 2 5798 4
"4436" 579803 3 5798 4
"4437" 579804 4 5798 4
"4438" 579901 1 5799 2
"4439" 579902 2 5799 2
"4440" 580101 1 5801 2
"4441" 580102 2 5801 2
"4442" 580201 1 5802 2
"4443" 580202 2 5802 2
"4444" 580301 1 5803 2
"4445" 580302 2 5803 2
"4446" 580501 1 5805 2
"4447" 580502 2 5805 2
"4448" 580601 1 5806 2
"4449" 580602 2 5806 2
"4450" 580901 1 5809 1
"4451" 581101 1 5811 1
"4452" 581201 1 5812 2
"4453" 581202 2 5812 2
"4454" 581301 1 5813 3
"4455" 581302 2 5813 3
"4456" 581303 3 5813 3
"4457" 581801 1 5818 2
"4458" 581802 2 5818 2
"4459" 581901 1 5819 2
"4460" 581902 2 5819 2
"4461" 582001 1 5820 4
"4462" 582002 2 5820 4
"4463" 582003 3 5820 4
"4464" 582004 4 5820 4
"4465" 582101 1 5821 2
"4466" 582102 2 5821 2
"4467" 582701 1 5827 1
"4468" 582901 1 5829 1
"4469" 583301 1 5833 1
"4470" 583401 1 5834 3
"4471" 583402 2 5834 3
"4472" 583403 3 5834 3
"4473" 583501 1 5835 1
"4474" 583601 1 5836 4
"4475" 583602 2 5836 4
"4476" 583603 3 5836 4
"4477" 583604 4 5836 4
"4478" 583901 1 5839 2
"4479" 583902 2 5839 2
"4480" 584001 1 5840 4
"4481" 584002 2 5840 4
"4482" 584003 3 5840 4
"4483" 584004 4 5840 4
"4484" 584101 1 5841 2
"4485" 584102 2 5841 2
"4486" 584401 1 5844 3
"4487" 584402 2 5844 3
"4488" 584403 3 5844 3
"4489" 584901 1 5849 2
"4490" 584902 2 5849 2
"4491" 585201 1 5852 3
"4492" 585202 2 5852 3
"4493" 585204 4 5852 3
"4494" 585301 1 5853 2
"4495" 585302 2 5853 2
"4496" 585501 1 5855 3
"4497" 585502 2 5855 3
"4498" 585503 3 5855 3
"4499" 585801 1 5858 1
"4500" 586101 1 5861 3
"4501" 586102 2 5861 3
"4502" 586103 3 5861 3
"4503" 586201 1 5862 3
"4504" 586202 2 5862 3
"4505" 586203 3 5862 3
"4506" 586804 4 5868 1
"4507" 587001 1 5870 2
"4508" 587002 2 5870 2
"4509" 587301 1 5873 3
"4510" 587302 2 5873 3
"4511" 587303 3 5873 3
"4512" 587401 1 5874 2
"4513" 587402 2 5874 2
"4514" 587801 1 5878 1
"4515" 588301 1 5883 2
"4516" 588302 2 5883 2
"4517" 588701 1 5887 2
"4518" 588702 2 5887 2
"4519" 588901 1 5889 3
"4520" 588902 2 5889 3
"4521" 588903 3 5889 3
"4522" 589501 1 5895 1
"4523" 589701 1 5897 3
"4524" 589702 2 5897 3
"4525" 589703 3 5897 3
"4526" 589901 1 5899 2
"4527" 589902 2 5899 2
"4528" 590601 1 5906 3
"4529" 590602 2 5906 3
"4530" 590603 3 5906 3
"4531" 590901 1 5909 4
"4532" 590902 2 5909 4
"4533" 590903 3 5909 4
"4534" 590904 4 5909 4
"4535" 591302 2 5913 2
"4536" 591303 3 5913 2
"4537" 591601 1 5916 3
"4538" 591602 2 5916 3
"4539" 591603 3 5916 3
"4540" 591901 1 5919 4
"4541" 591902 2 5919 4
"4542" 591903 3 5919 4
"4543" 591904 4 5919 4
"4544" 592301 1 5923 1
"4545" 592602 2 5926 3
"4546" 592603 3 5926 3
"4547" 592604 4 5926 3
"4548" 592701 1 5927 4
"4549" 592702 2 5927 4
"4550" 592703 3 5927 4
"4551" 592704 4 5927 4
"4552" 593203 3 5932 4
"4553" 593204 4 5932 4
"4554" 593205 5 5932 4
"4555" 593206 6 5932 4
"4556" 593601 1 5936 1
"4557" 594102 2 5941 2
"4558" 594103 3 5941 2
"4559" 594801 1 5948 1
"4560" 595101 1 5951 4
"4561" 595102 2 5951 4
"4562" 595104 4 5951 4
"4563" 595105 5 5951 4
"4564" 595201 1 5952 3
"4565" 595203 3 5952 3
"4566" 595204 4 5952 3
"4567" 595401 1 5954 1
"4568" 595701 1 5957 2
"4569" 595702 2 5957 2
"4570" 596301 1 5963 2
"4571" 596302 2 5963 2
"4572" 596501 1 5965 5
"4573" 596502 2 5965 5
"4574" 596503 3 5965 5
"4575" 596504 4 5965 5
"4576" 596505 5 5965 5
"4577" 596901 1 5969 2
"4578" 596902 2 5969 2
"4579" 597301 1 5973 6
"4580" 597303 3 5973 6
"4581" 597304 4 5973 6
"4582" 597305 5 5973 6
"4583" 597306 6 5973 6
"4584" 597307 7 5973 6
"4585" 597601 1 5976 3
"4586" 597602 2 5976 3
"4587" 597603 3 5976 3
"4588" 597802 2 5978 1
"4589" 598001 1 5980 2
"4590" 598002 2 5980 2
"4591" 598301 1 5983 1
"4592" 598501 1 5985 2
"4593" 598502 2 5985 2
"4594" 598601 1 5986 2
"4595" 598602 2 5986 2
"4596" 599801 1 5998 4
"4597" 599802 2 5998 4
"4598" 599803 3 5998 4
"4599" 599804 4 5998 4
"4600" 599901 1 5999 2
"4601" 599902 2 5999 2
"4602" 600201 1 6002 3
"4603" 600202 2 6002 3
"4604" 600203 3 6002 3
"4605" 600301 1 6003 2
"4606" 600302 2 6003 2
"4607" 600401 1 6004 2
"4608" 600402 2 6004 2
"4609" 600501 1 6005 3
"4610" 600502 2 6005 3
"4611" 600503 3 6005 3
"4612" 600702 2 6007 2
"4613" 600703 3 6007 2
"4614" 601501 1 6015 1
"4615" 601901 1 6019 3
"4616" 601902 2 6019 3
"4617" 601903 3 6019 3
"4618" 602201 1 6022 1
"4619" 602301 1 6023 4
"4620" 602302 2 6023 4
"4621" 602303 3 6023 4
"4622" 602304 4 6023 4
"4623" 602401 1 6024 1
"4624" 602701 1 6027 1
"4625" 602801 1 6028 2
"4626" 602802 2 6028 2
"4627" 603001 1 6030 3
"4628" 603002 2 6030 3
"4629" 603003 3 6030 3
"4630" 603101 1 6031 1
"4631" 603301 1 6033 4
"4632" 603302 2 6033 4
"4633" 603303 3 6033 4
"4634" 603304 4 6033 4
"4635" 603601 1 6036 2
"4636" 603602 2 6036 2
"4637" 603901 1 6039 1
"4638" 604001 1 6040 4
"4639" 604002 2 6040 4
"4640" 604003 3 6040 4
"4641" 604004 4 6040 4
"4642" 604302 2 6043 1
"4643" 604401 1 6044 1
"4644" 604601 1 6046 7
"4645" 604602 2 6046 7
"4646" 604603 3 6046 7
"4647" 604604 4 6046 7
"4648" 604605 5 6046 7
"4649" 604606 6 6046 7
"4650" 604607 7 6046 7
"4651" 604703 3 6047 2
"4652" 604704 4 6047 2
"4653" 604802 2 6048 3
"4654" 604803 3 6048 3
"4655" 604804 4 6048 3
"4656" 604901 1 6049 2
"4657" 604902 2 6049 2
"4658" 605301 1 6053 3
"4659" 605302 2 6053 3
"4660" 605303 3 6053 3
"4661" 606301 1 6063 1
"4662" 606601 1 6066 2
"4663" 606602 2 6066 2
"4664" 606902 2 6069 3
"4665" 606903 3 6069 3
"4666" 606904 4 6069 3
"4667" 607201 1 6072 3
"4668" 607202 2 6072 3
"4669" 607203 3 6072 3
"4670" 607302 2 6073 1
"4671" 607401 1 6074 3
"4672" 607402 2 6074 3
"4673" 607403 3 6074 3
"4674" 607601 1 6076 3
"4675" 607602 2 6076 3
"4676" 607603 3 6076 3
"4677" 607802 2 6078 2
"4678" 607803 3 6078 2
"4679" 608001 1 6080 2
"4680" 608002 2 6080 2
"4681" 608201 1 6082 3
"4682" 608202 2 6082 3
"4683" 608203 3 6082 3
"4684" 608301 1 6083 2
"4685" 608302 2 6083 2
"4686" 608401 1 6084 4
"4687" 608402 2 6084 4
"4688" 608403 3 6084 4
"4689" 608405 5 6084 4
"4690" 608801 1 6088 3
"4691" 608802 2 6088 3
"4692" 608803 3 6088 3
"4693" 609101 1 6091 2
"4694" 609102 2 6091 2
"4695" 610101 1 6101 2
"4696" 610102 2 6101 2
"4697" 610202 2 6102 1
"4698" 610701 1 6107 6
"4699" 610702 2 6107 6
"4700" 610703 3 6107 6
"4701" 610704 4 6107 6
"4702" 610705 5 6107 6
"4703" 610706 6 6107 6
"4704" 611401 1 6114 4
"4705" 611402 2 6114 4
"4706" 611403 3 6114 4
"4707" 611404 4 6114 4
"4708" 611601 1 6116 2
"4709" 611602 2 6116 2
"4710" 611801 1 6118 2
"4711" 611802 2 6118 2
"4712" 611901 1 6119 4
"4713" 611902 2 6119 4
"4714" 611903 3 6119 4
"4715" 611904 4 6119 4
"4716" 612601 1 6126 1
"4717" 612901 1 6129 1
"4718" 613001 1 6130 1
"4719" 613201 1 6132 1
"4720" 613401 1 6134 3
"4721" 613402 2 6134 3
"4722" 613403 3 6134 3
"4723" 614601 1 6146 1
"4724" 615101 1 6151 3
"4725" 615102 2 6151 3
"4726" 615103 3 6151 3
"4727" 615401 1 6154 1
"4728" 615901 1 6159 1
"4729" 616001 1 6160 1
"4730" 616101 1 6161 5
"4731" 616103 3 6161 5
"4732" 616104 4 6161 5
"4733" 616105 5 6161 5
"4734" 616106 6 6161 5
"4735" 616301 1 6163 4
"4736" 616302 2 6163 4
"4737" 616303 3 6163 4
"4738" 616304 4 6163 4
"4739" 616401 1 6164 2
"4740" 616402 2 6164 2
"4741" 616801 1 6168 3
"4742" 616802 2 6168 3
"4743" 616803 3 6168 3
"4744" 616901 1 6169 4
"4745" 616902 2 6169 4
"4746" 616903 3 6169 4
"4747" 616904 4 6169 4
"4748" 617101 1 6171 1
"4749" 617201 1 6172 1
"4750" 617401 1 6174 2
"4751" 617402 2 6174 2
"4752" 617501 1 6175 1
"4753" 617701 1 6177 3
"4754" 617702 2 6177 3
"4755" 617703 3 6177 3
"4756" 617801 1 6178 1
"4757" 617901 1 6179 2
"4758" 617902 2 6179 2
"4759" 618101 1 6181 2
"4760" 618102 2 6181 2
"4761" 618501 1 6185 1
"4762" 618901 1 6189 1
"4763" 619001 1 6190 1
"4764" 619501 1 6195 1
"4765" 619701 1 6197 3
"4766" 619702 2 6197 3
"4767" 619703 3 6197 3
"4768" 620201 1 6202 2
"4769" 620202 2 6202 2
"4770" 620501 1 6205 3
"4771" 620502 2 6205 3
"4772" 620503 3 6205 3
"4773" 620601 1 6206 1
"4774" 620902 2 6209 1
"4775" 621001 1 6210 3
"4776" 621002 2 6210 3
"4777" 621003 3 6210 3
"4778" 621501 1 6215 2
"4779" 621502 2 6215 2
"4780" 621701 1 6217 2
"4781" 621702 2 6217 2
"4782" 621901 1 6219 1
"4783" 622001 1 6220 2
"4784" 622002 2 6220 2
"4785" 622101 1 6221 2
"4786" 622102 2 6221 2
"4787" 622301 1 6223 3
"4788" 622302 2 6223 3
"4789" 622303 3 6223 3
"4790" 622501 1 6225 3
"4791" 622502 2 6225 3
"4792" 622503 3 6225 3
"4793" 622702 2 6227 2
"4794" 622703 3 6227 2
"4795" 623201 1 6232 2
"4796" 623202 2 6232 2
"4797" 623301 1 6233 3
"4798" 623302 2 6233 3
"4799" 623303 3 6233 3
"4800" 623401 1 6234 3
"4801" 623402 2 6234 3
"4802" 623403 3 6234 3
"4803" 623501 1 6235 3
"4804" 623502 2 6235 3
"4805" 623503 3 6235 3
"4806" 623801 1 6238 2
"4807" 623802 2 6238 2
"4808" 623901 1 6239 3
"4809" 623902 2 6239 3
"4810" 623903 3 6239 3
"4811" 624001 1 6240 1
"4812" 624301 1 6243 2
"4813" 624302 2 6243 2
"4814" 624401 1 6244 1
"4815" 624501 1 6245 3
"4816" 624502 2 6245 3
"4817" 624503 3 6245 3
"4818" 625501 1 6255 2
"4819" 625502 2 6255 2
"4820" 625801 1 6258 4
"4821" 625802 2 6258 4
"4822" 625803 3 6258 4
"4823" 625804 4 6258 4
"4824" 625901 1 6259 3
"4825" 625902 2 6259 3
"4826" 625903 3 6259 3
"4827" 626201 1 6262 2
"4828" 626202 2 6262 2
"4829" 626301 1 6263 1
"4830" 626501 1 6265 1
"4831" 626802 2 6268 1
"4832" 627001 1 6270 4
"4833" 627002 2 6270 4
"4834" 627003 3 6270 4
"4835" 627004 4 6270 4
"4836" 627401 1 6274 6
"4837" 627402 2 6274 6
"4838" 627403 3 6274 6
"4839" 627404 4 6274 6
"4840" 627405 5 6274 6
"4841" 627406 6 6274 6
"4842" 627501 1 6275 2
"4843" 627502 2 6275 2
"4844" 627701 1 6277 3
"4845" 627702 2 6277 3
"4846" 627703 3 6277 3
"4847" 627801 1 6278 4
"4848" 627802 2 6278 4
"4849" 627803 3 6278 4
"4850" 627804 4 6278 4
"4851" 628003 3 6280 3
"4852" 628004 4 6280 3
"4853" 628005 5 6280 3
"4854" 628201 1 6282 8
"4855" 628202 2 6282 8
"4856" 628203 3 6282 8
"4857" 628204 4 6282 8
"4858" 628205 5 6282 8
"4859" 628206 6 6282 8
"4860" 628207 7 6282 8
"4861" 628208 8 6282 8
"4862" 628401 1 6284 2
"4863" 628402 2 6284 2
"4864" 628901 1 6289 5
"4865" 628902 2 6289 5
"4866" 628903 3 6289 5
"4867" 628904 4 6289 5
"4868" 628905 5 6289 5
"4869" 629001 1 6290 3
"4870" 629002 2 6290 3
"4871" 629003 3 6290 3
"4872" 629102 2 6291 1
"4873" 629301 1 6293 4
"4874" 629303 3 6293 4
"4875" 629304 4 6293 4
"4876" 629305 5 6293 4
"4877" 629401 1 6294 4
"4878" 629402 2 6294 4
"4879" 629403 3 6294 4
"4880" 629404 4 6294 4
"4881" 629501 1 6295 3
"4882" 629502 2 6295 3
"4883" 629503 3 6295 3
"4884" 629601 1 6296 3
"4885" 629602 2 6296 3
"4886" 629603 3 6296 3
"4887" 629701 1 6297 4
"4888" 629702 2 6297 4
"4889" 629703 3 6297 4
"4890" 629704 4 6297 4
"4891" 629901 1 6299 2
"4892" 629902 2 6299 2
"4893" 630701 1 6307 4
"4894" 630702 2 6307 4
"4895" 630703 3 6307 4
"4896" 630704 4 6307 4
"4897" 630801 1 6308 2
"4898" 630802 2 6308 2
"4899" 631001 1 6310 5
"4900" 631002 2 6310 5
"4901" 631003 3 6310 5
"4902" 631004 4 6310 5
"4903" 631005 5 6310 5
"4904" 631101 1 6311 2
"4905" 631102 2 6311 2
"4906" 631201 1 6312 3
"4907" 631202 2 6312 3
"4908" 631203 3 6312 3
"4909" 631301 1 6313 2
"4910" 631302 2 6313 2
"4911" 631501 1 6315 3
"4912" 631502 2 6315 3
"4913" 631503 3 6315 3
"4914" 631801 1 6318 2
"4915" 631802 2 6318 2
"4916" 632001 1 6320 1
"4917" 632101 1 6321 1
"4918" 632201 1 6322 6
"4919" 632202 2 6322 6
"4920" 632203 3 6322 6
"4921" 632204 4 6322 6
"4922" 632205 5 6322 6
"4923" 632206 6 6322 6
"4924" 632401 1 6324 1
"4925" 632701 1 6327 6
"4926" 632702 2 6327 6
"4927" 632703 3 6327 6
"4928" 632704 4 6327 6
"4929" 632705 5 6327 6
"4930" 632706 6 6327 6
"4931" 633201 1 6332 1
"4932" 633301 1 6333 1
"4933" 633401 1 6334 2
"4934" 633402 2 6334 2
"4935" 633501 1 6335 2
"4936" 633502 2 6335 2
"4937" 633601 1 6336 3
"4938" 633602 2 6336 3
"4939" 633603 3 6336 3
"4940" 633701 1 6337 2
"4941" 633702 2 6337 2
"4942" 633801 1 6338 4
"4943" 633802 2 6338 4
"4944" 633803 3 6338 4
"4945" 633804 4 6338 4
"4946" 633901 1 6339 3
"4947" 633902 2 6339 3
"4948" 633903 3 6339 3
"4949" 634202 2 6342 4
"4950" 634203 3 6342 4
"4951" 634204 4 6342 4
"4952" 634205 5 6342 4
"4953" 634401 1 6344 3
"4954" 634402 2 6344 3
"4955" 634403 3 6344 3
"4956" 634501 1 6345 4
"4957" 634502 2 6345 4
"4958" 634503 3 6345 4
"4959" 634504 4 6345 4
"4960" 634901 1 6349 1
"4961" 635301 1 6353 3
"4962" 635302 2 6353 3
"4963" 635303 3 6353 3
"4964" 635601 1 6356 3
"4965" 635602 2 6356 3
"4966" 635603 3 6356 3
"4967" 635701 1 6357 1
"4968" 635801 1 6358 4
"4969" 635802 2 6358 4
"4970" 635803 3 6358 4
"4971" 635804 4 6358 4
"4972" 636202 2 6362 2
"4973" 636203 3 6362 2
"4974" 636301 1 6363 3
"4975" 636302 2 6363 3
"4976" 636303 3 6363 3
"4977" 636401 1 6364 4
"4978" 636402 2 6364 4
"4979" 636403 3 6364 4
"4980" 636404 4 6364 4
"4981" 636501 1 6365 5
"4982" 636502 2 6365 5
"4983" 636503 3 6365 5
"4984" 636505 5 6365 5
"4985" 636506 6 6365 5
"4986" 636601 1 6366 2
"4987" 636602 2 6366 2
"4988" 636701 1 6367 1
"4989" 636801 1 6368 3
"4990" 636802 2 6368 3
"4991" 636803 3 6368 3
"4992" 636901 1 6369 2
"4993" 636902 2 6369 2
"4994" 637001 1 6370 3
"4995" 637002 2 6370 3
"4996" 637003 3 6370 3
"4997" 637101 1 6371 10
"4998" 637103 3 6371 10
"4999" 637104 4 6371 10
"5000" 637105 5 6371 10
"5001" 637106 6 6371 10
"5002" 637107 7 6371 10
"5003" 637108 8 6371 10
"5004" 637109 9 6371 10
"5005" 637110 10 6371 10
"5006" 637111 11 6371 10
"5007" 637201 1 6372 1
"5008" 637401 1 6374 3
"5009" 637402 2 6374 3
"5010" 637403 3 6374 3
"5011" 637501 1 6375 2
"5012" 637502 2 6375 2
"5013" 637701 1 6377 1
"5014" 637901 1 6379 2
"5015" 637902 2 6379 2
"5016" 638001 1 6380 1
"5017" 638101 1 6381 2
"5018" 638102 2 6381 2
"5019" 638201 1 6382 2
"5020" 638202 2 6382 2
"5021" 638302 2 6383 1
"5022" 638401 1 6384 3
"5023" 638402 2 6384 3
"5024" 638403 3 6384 3
"5025" 638701 1 6387 2
"5026" 638702 2 6387 2
"5027" 638901 1 6389 2
"5028" 638902 2 6389 2
"5029" 639301 1 6393 2
"5030" 639302 2 6393 2
"5031" 639401 1 6394 3
"5032" 639403 3 6394 3
"5033" 639404 4 6394 3
"5034" 639601 1 6396 2
"5035" 639602 2 6396 2
"5036" 639701 1 6397 1
"5037" 639903 3 6399 2
"5038" 639904 4 6399 2
"5039" 640001 1 6400 3
"5040" 640002 2 6400 3
"5041" 640003 3 6400 3
"5042" 640401 1 6404 2
"5043" 640402 2 6404 2
"5044" 640501 1 6405 1
"5045" 640701 1 6407 3
"5046" 640702 2 6407 3
"5047" 640703 3 6407 3
"5048" 640801 1 6408 2
"5049" 640802 2 6408 2
"5050" 641001 1 6410 2
"5051" 641002 2 6410 2
"5052" 641301 1 6413 1
"5053" 641401 1 6414 3
"5054" 641402 2 6414 3
"5055" 641403 3 6414 3
"5056" 641601 1 6416 3
"5057" 641602 2 6416 3
"5058" 641603 3 6416 3
"5059" 641701 1 6417 2
"5060" 641702 2 6417 2
"5061" 642601 1 6426 2
"5062" 642602 2 6426 2
"5063" 642701 1 6427 2
"5064" 642702 2 6427 2
"5065" 642801 1 6428 1
"5066" 642901 1 6429 4
"5067" 642902 2 6429 4
"5068" 642903 3 6429 4
"5069" 642904 4 6429 4
"5070" 643401 1 6434 4
"5071" 643402 2 6434 4
"5072" 643403 3 6434 4
"5073" 643404 4 6434 4
"5074" 644201 1 6442 3
"5075" 644202 2 6442 3
"5076" 644203 3 6442 3
"5077" 644502 2 6445 4
"5078" 644503 3 6445 4
"5079" 644504 4 6445 4
"5080" 644505 5 6445 4
"5081" 644801 1 6448 7
"5082" 644802 2 6448 7
"5083" 644803 3 6448 7
"5084" 644804 4 6448 7
"5085" 644805 5 6448 7
"5086" 644806 6 6448 7
"5087" 644807 7 6448 7
"5088" 644901 1 6449 1
"5089" 645001 1 6450 2
"5090" 645002 2 6450 2
"5091" 645501 1 6455 3
"5092" 645502 2 6455 3
"5093" 645503 3 6455 3
"5094" 645701 1 6457 2
"5095" 645702 2 6457 2
"5096" 646101 1 6461 2
"5097" 646102 2 6461 2
"5098" 647001 1 6470 2
"5099" 647002 2 6470 2
"5100" 647201 1 6472 4
"5101" 647202 2 6472 4
"5102" 647203 3 6472 4
"5103" 647205 5 6472 4
"5104" 648101 1 6481 2
"5105" 648102 2 6481 2
"5106" 648201 1 6482 5
"5107" 648202 2 6482 5
"5108" 648203 3 6482 5
"5109" 648204 4 6482 5
"5110" 648205 5 6482 5
"5111" 648501 1 6485 1
"5112" 648601 1 6486 2
"5113" 648602 2 6486 2
"5114" 648701 1 6487 2
"5115" 648702 2 6487 2
"5116" 648901 1 6489 1
"5117" 651201 1 6512 2
"5118" 651202 2 6512 2
"5119" 651501 1 6515 2
"5120" 651502 2 6515 2
"5121" 651601 1 6516 5
"5122" 651602 2 6516 5
"5123" 651603 3 6516 5
"5124" 651604 4 6516 5
"5125" 651605 5 6516 5
"5126" 652101 1 6521 1
"5127" 652201 1 6522 1
"5128" 652501 1 6525 1
"5129" 653201 1 6532 2
"5130" 653202 2 6532 2
"5131" 653601 1 6536 2
"5132" 653602 2 6536 2
"5133" 653802 2 6538 2
"5134" 653803 3 6538 2
"5135" 654801 1 6548 1
"5136" 655501 1 6555 1
"5137" 658702 2 6587 3
"5138" 658703 3 6587 3
"5139" 658704 4 6587 3
"5140" 659101 1 6591 1
"5141" 660201 1 6602 3
"5142" 660202 2 6602 3
"5143" 660203 3 6602 3
"5144" 660401 1 6604 4
"5145" 660402 2 6604 4
"5146" 660403 3 6604 4
"5147" 660404 4 6604 4
"5148" 660501 1 6605 2
"5149" 660502 2 6605 2
"5150" 660601 1 6606 3
"5151" 660603 3 6606 3
"5152" 660604 4 6606 3
"5153" 661001 1 6610 1
"5154" 661501 1 6615 1
"5155" 661802 2 6618 2
"5156" 661803 3 6618 2
"5157" 662801 1 6628 1
"5158" 662901 1 6629 1
"5159" 663801 1 6638 2
"5160" 663802 2 6638 2
"5161" 664101 1 6641 1
"5162" 664202 2 6642 1
"5163" 664303 3 6643 1
"5164" 664401 1 6644 2
"5165" 664402 2 6644 2
"5166" 664501 1 6645 2
