"CASEID" "ASEID" "MCASEID" "dup"
"5167" 664502 2 6645 2
"5168" 664601 1 6646 2
"5169" 664602 2 6646 2
"5170" 664701 1 6647 2
"5171" 664702 2 6647 2
"5172" 665101 1 6651 2
"5173" 665102 2 6651 2
"5174" 665201 1 6652 1
"5175" 665402 2 6654 2
"5176" 665403 3 6654 2
"5177" 665801 1 6658 3
"5178" 665802 2 6658 3
"5179" 665803 3 6658 3
"5180" 666201 1 6662 3
"5181" 666202 2 6662 3
"5182" 666203 3 6662 3
"5183" 666601 1 6666 1
"5184" 666901 1 6669 1
"5185" 667103 3 6671 3
"5186" 667104 4 6671 3
"5187" 667105 5 6671 3
"5188" 667201 1 6672 1
"5189" 667401 1 6674 3
"5190" 667402 2 6674 3
"5191" 667403 3 6674 3
"5192" 667501 1 6675 1
"5193" 667601 1 6676 3
"5194" 667602 2 6676 3
"5195" 667603 3 6676 3
"5196" 668402 2 6684 2
"5197" 668403 3 6684 2
"5198" 668501 1 6685 1
"5199" 669301 1 6693 2
"5200" 669302 2 6693 2
"5201" 670302 2 6703 1
"5202" 670401 1 6704 2
"5203" 670403 3 6704 2
"5204" 670901 1 6709 3
"5205" 670902 2 6709 3
"5206" 670903 3 6709 3
"5207" 671101 1 6711 2
"5208" 671102 2 6711 2
"5209" 671401 1 6714 1
"5210" 671801 1 6718 1
"5211" 672502 2 6725 1
"5212" 673001 1 6730 1
"5213" 673801 1 6738 2
"5214" 673802 2 6738 2
"5215" 674001 1 6740 1
"5216" 674101 1 6741 1
"5217" 674201 1 6742 3
"5218" 674202 2 6742 3
"5219" 674203 3 6742 3
"5220" 674401 1 6744 2
"5221" 674402 2 6744 2
"5222" 674501 1 6745 2
"5223" 674502 2 6745 2
"5224" 674901 1 6749 3
"5225" 674902 2 6749 3
"5226" 674903 3 6749 3
"5227" 675201 1 6752 5
"5228" 675202 2 6752 5
"5229" 675203 3 6752 5
"5230" 675204 4 6752 5
"5231" 675205 5 6752 5
"5232" 675501 1 6755 2
"5233" 675502 2 6755 2
"5234" 675601 1 6756 2
"5235" 675602 2 6756 2
"5236" 675701 1 6757 1
"5237" 675802 2 6758 1
"5238" 676101 1 6761 1
"5239" 676301 1 6763 1
"5240" 676501 1 6765 2
"5241" 676502 2 6765 2
"5242" 677201 1 6772 2
"5243" 677202 2 6772 2
"5244" 677301 1 6773 3
"5245" 677302 2 6773 3
"5246" 677303 3 6773 3
"5247" 677402 2 6774 4
"5248" 677403 3 6774 4
"5249" 677404 4 6774 4
"5250" 677405 5 6774 4
"5251" 678001 1 6780 1
"5252" 678301 1 6783 1
"5253" 678701 1 6787 4
"5254" 678702 2 6787 4
"5255" 678703 3 6787 4
"5256" 678704 4 6787 4
"5257" 678803 3 6788 2
"5258" 678804 4 6788 2
"5259" 680701 1 6807 3
"5260" 680702 2 6807 3
"5261" 680703 3 6807 3
"5262" 681001 1 6810 1
"5263" 681601 1 6816 2
"5264" 681602 2 6816 2
"5265" 681701 1 6817 2
"5266" 681702 2 6817 2
"5267" 682501 1 6825 2
"5268" 682502 2 6825 2
"5269" 682601 1 6826 2
"5270" 682602 2 6826 2
"5271" 682803 3 6828 1
"5272" 682901 1 6829 3
"5273" 682902 2 6829 3
"5274" 682903 3 6829 3
"5275" 683201 1 6832 2
"5276" 683202 2 6832 2
"5277" 683501 1 6835 1
"5278" 683901 1 6839 3
"5279" 683902 2 6839 3
"5280" 683903 3 6839 3
"5281" 684201 1 6842 3
"5282" 684202 2 6842 3
"5283" 684203 3 6842 3
"5284" 684501 1 6845 3
"5285" 684502 2 6845 3
"5286" 684503 3 6845 3
"5287" 684701 1 6847 4
"5288" 684702 2 6847 4
"5289" 684703 3 6847 4
"5290" 684705 5 6847 4
"5291" 685201 1 6852 2
"5292" 685202 2 6852 2
"5293" 685401 1 6854 2
"5294" 685402 2 6854 2
"5295" 685801 1 6858 5
"5296" 685802 2 6858 5
"5297" 685803 3 6858 5
"5298" 685804 4 6858 5
"5299" 685805 5 6858 5
"5300" 686201 1 6862 4
"5301" 686202 2 6862 4
"5302" 686203 3 6862 4
"5303" 686204 4 6862 4
"5304" 686601 1 6866 1
"5305" 687601 1 6876 2
"5306" 687602 2 6876 2
"5307" 688101 1 6881 3
"5308" 688102 2 6881 3
"5309" 688103 3 6881 3
"5310" 688501 1 6885 2
"5311" 688502 2 6885 2
"5312" 689001 1 6890 2
"5313" 689002 2 6890 2
"5314" 689101 1 6891 2
"5315" 689102 2 6891 2
"5316" 690101 1 6901 1
"5317" 690501 1 6905 1
"5318" 691301 1 6913 3
"5319" 691302 2 6913 3
"5320" 691303 3 6913 3
"5321" 691501 1 6915 1
"5322" 691601 1 6916 4
"5323" 691602 2 6916 4
"5324" 691603 3 6916 4
"5325" 691604 4 6916 4
"5326" 691701 1 6917 1
"5327" 693001 1 6930 2
"5328" 693002 2 6930 2
"5329" 693101 1 6931 1
"5330" 693902 2 6939 1
"5331" 694301 1 6943 2
"5332" 694302 2 6943 2
"5333" 695001 1 6950 3
"5334" 695002 2 6950 3
"5335" 695003 3 6950 3
"5336" 695201 1 6952 2
"5337" 695202 2 6952 2
"5338" 695301 1 6953 4
"5339" 695302 2 6953 4
"5340" 695303 3 6953 4
"5341" 695304 4 6953 4
"5342" 695701 1 6957 2
"5343" 695702 2 6957 2
"5344" 696301 1 6963 1
"5345" 696601 1 6966 3
"5346" 696602 2 6966 3
"5347" 696603 3 6966 3
"5348" 696701 1 6967 6
"5349" 696702 2 6967 6
"5350" 696703 3 6967 6
"5351" 696704 4 6967 6
"5352" 696705 5 6967 6
"5353" 696706 6 6967 6
"5354" 696801 1 6968 1
"5355" 697001 1 6970 1
"5356" 697101 1 6971 3
"5357" 697102 2 6971 3
"5358" 697103 3 6971 3
"5359" 698901 1 6989 2
"5360" 698902 2 6989 2
"5361" 699201 1 6992 3
"5362" 699202 2 6992 3
"5363" 699203 3 6992 3
"5364" 699401 1 6994 1
"5365" 699501 1 6995 2
"5366" 699502 2 6995 2
"5367" 700002 2 7000 2
"5368" 700003 3 7000 2
"5369" 700601 1 7006 2
"5370" 700602 2 7006 2
"5371" 701201 1 7012 1
"5372" 701501 1 7015 3
"5373" 701502 2 7015 3
"5374" 701503 3 7015 3
"5375" 702202 2 7022 1
"5376" 704201 1 7042 1
"5377" 704501 1 7045 3
"5378" 704502 2 7045 3
"5379" 704503 3 7045 3
"5380" 704601 1 7046 3
"5381" 704602 2 7046 3
"5382" 704603 3 7046 3
"5383" 704801 1 7048 1
"5384" 704901 1 7049 4
"5385" 704902 2 7049 4
"5386" 704903 3 7049 4
"5387" 704904 4 7049 4
"5388" 705101 1 7051 1
"5389" 705401 1 7054 1
"5390" 705801 1 7058 1
"5391" 706401 1 7064 2
"5392" 706402 2 7064 2
"5393" 706501 1 7065 3
"5394" 706502 2 7065 3
"5395" 706503 3 7065 3
"5396" 706601 1 7066 5
"5397" 706602 2 7066 5
"5398" 706603 3 7066 5
"5399" 706604 4 7066 5
"5400" 706605 5 7066 5
"5401" 707301 1 7073 3
"5402" 707302 2 7073 3
"5403" 707303 3 7073 3
"5404" 707401 1 7074 2
"5405" 707402 2 7074 2
"5406" 707501 1 7075 2
"5407" 707502 2 7075 2
"5408" 707701 1 7077 3
"5409" 707702 2 7077 3
"5410" 707703 3 7077 3
"5411" 708101 1 7081 2
"5412" 708102 2 7081 2
"5413" 708401 1 7084 3
"5414" 708402 2 7084 3
"5415" 708403 3 7084 3
"5416" 708501 1 7085 3
"5417" 708502 2 7085 3
"5418" 708503 3 7085 3
"5419" 708601 1 7086 3
"5420" 708602 2 7086 3
"5421" 708603 3 7086 3
"5422" 708901 1 7089 5
"5423" 708902 2 7089 5
"5424" 708903 3 7089 5
"5425" 708904 4 7089 5
"5426" 708905 5 7089 5
"5427" 709201 1 7092 1
"5428" 709402 2 7094 2
"5429" 709403 3 7094 2
"5430" 709801 1 7098 1
"5431" 710201 1 7102 2
"5432" 710202 2 7102 2
"5433" 710501 1 7105 2
"5434" 710502 2 7105 2
"5435" 711501 1 7115 2
"5436" 711502 2 7115 2
"5437" 711601 1 7116 3
"5438" 711602 2 7116 3
"5439" 711603 3 7116 3
"5440" 712001 1 7120 1
"5441" 712301 1 7123 3
"5442" 712302 2 7123 3
"5443" 712303 3 7123 3
"5444" 712401 1 7124 2
"5445" 712402 2 7124 2
"5446" 712601 1 7126 3
"5447" 712602 2 7126 3
"5448" 712603 3 7126 3
"5449" 712701 1 7127 4
"5450" 712702 2 7127 4
"5451" 712703 3 7127 4
"5452" 712704 4 7127 4
"5453" 712801 1 7128 2
"5454" 712802 2 7128 2
"5455" 713001 1 7130 2
"5456" 713002 2 7130 2
"5457" 713701 1 7137 2
"5458" 713702 2 7137 2
"5459" 713801 1 7138 3
"5460" 713802 2 7138 3
"5461" 713803 3 7138 3
"5462" 713901 1 7139 3
"5463" 713902 2 7139 3
"5464" 713903 3 7139 3
"5465" 714401 1 7144 2
"5466" 714402 2 7144 2
"5467" 714601 1 7146 2
"5468" 714602 2 7146 2
"5469" 714801 1 7148 2
"5470" 714802 2 7148 2
"5471" 715201 1 7152 4
"5472" 715202 2 7152 4
"5473" 715203 3 7152 4
"5474" 715204 4 7152 4
"5475" 715301 1 7153 1
"5476" 715601 1 7156 3
"5477" 715602 2 7156 3
"5478" 715603 3 7156 3
"5479" 715701 1 7157 2
"5480" 715702 2 7157 2
"5481" 715801 1 7158 5
"5482" 715802 2 7158 5
"5483" 715803 3 7158 5
"5484" 715804 4 7158 5
"5485" 715805 5 7158 5
"5486" 716001 1 7160 1
"5487" 716301 1 7163 4
"5488" 716302 2 7163 4
"5489" 716303 3 7163 4
"5490" 716304 4 7163 4
"5491" 716601 1 7166 2
"5492" 716602 2 7166 2
"5493" 716902 2 7169 2
"5494" 716904 4 7169 2
"5495" 717001 1 7170 3
"5496" 717002 2 7170 3
"5497" 717003 3 7170 3
"5498" 717101 1 7171 2
"5499" 717102 2 7171 2
"5500" 717501 1 7175 1
"5501" 717901 1 7179 3
"5502" 717902 2 7179 3
"5503" 717903 3 7179 3
"5504" 718101 1 7181 1
"5505" 718301 1 7183 3
"5506" 718302 2 7183 3
"5507" 718303 3 7183 3
"5508" 718401 1 7184 4
"5509" 718402 2 7184 4
"5510" 718403 3 7184 4
"5511" 718404 4 7184 4
"5512" 718601 1 7186 2
"5513" 718602 2 7186 2
"5514" 718901 1 7189 3
"5515" 718902 2 7189 3
"5516" 718903 3 7189 3
"5517" 719201 1 7192 1
"5518" 719401 1 7194 2
"5519" 719402 2 7194 2
"5520" 719701 1 7197 2
"5521" 719702 2 7197 2
"5522" 719801 1 7198 3
"5523" 719802 2 7198 3
"5524" 719803 3 7198 3
"5525" 719901 1 7199 1
"5526" 720701 1 7207 2
"5527" 720702 2 7207 2
"5528" 720901 1 7209 2
"5529" 720902 2 7209 2
"5530" 721101 1 7211 2
"5531" 721102 2 7211 2
"5532" 721401 1 7214 2
"5533" 721402 2 7214 2
"5534" 721501 1 7215 2
"5535" 721502 2 7215 2
"5536" 721601 1 7216 1
"5537" 721701 1 7217 6
"5538" 721702 2 7217 6
"5539" 721703 3 7217 6
"5540" 721704 4 7217 6
"5541" 721705 5 7217 6
"5542" 721706 6 7217 6
"5543" 722001 1 7220 1
"5544" 722401 1 7224 1
"5545" 722601 1 7226 2
"5546" 722602 2 7226 2
"5547" 722801 1 7228 3
"5548" 722802 2 7228 3
"5549" 722803 3 7228 3
"5550" 723101 1 7231 1
"5551" 723201 1 7232 1
"5552" 723501 1 7235 3
"5553" 723502 2 7235 3
"5554" 723503 3 7235 3
"5555" 723601 1 7236 2
"5556" 723602 2 7236 2
"5557" 724101 1 7241 2
"5558" 724102 2 7241 2
"5559" 724401 1 7244 3
"5560" 724402 2 7244 3
"5561" 724403 3 7244 3
"5562" 724501 1 7245 1
"5563" 724602 2 7246 1
"5564" 724901 1 7249 4
"5565" 724902 2 7249 4
"5566" 724903 3 7249 4
"5567" 724904 4 7249 4
"5568" 725202 2 7252 1
"5569" 725301 1 7253 2
"5570" 725302 2 7253 2
"5571" 725501 1 7255 1
"5572" 725601 1 7256 4
"5573" 725602 2 7256 4
"5574" 725603 3 7256 4
"5575" 725604 4 7256 4
"5576" 725801 1 7258 2
"5577" 725802 2 7258 2
"5578" 725901 1 7259 4
"5579" 725903 3 7259 4
"5580" 725904 4 7259 4
"5581" 725905 5 7259 4
"5582" 726301 1 7263 4
"5583" 726302 2 7263 4
"5584" 726310 10 7263 4
"5585" 726311 11 7263 4
"5586" 727501 1 7275 3
"5587" 727502 2 7275 3
"5588" 727503 3 7275 3
"5589" 727601 1 7276 2
"5590" 727602 2 7276 2
"5591" 727801 1 7278 4
"5592" 727802 2 7278 4
"5593" 727803 3 7278 4
"5594" 727804 4 7278 4
"5595" 728201 1 7282 1
"5596" 728301 1 7283 1
"5597" 728501 1 7285 4
"5598" 728502 2 7285 4
"5599" 728503 3 7285 4
"5600" 728504 4 7285 4
"5601" 728601 1 7286 2
"5602" 728602 2 7286 2
"5603" 729101 1 7291 1
"5604" 729501 1 7295 2
"5605" 729502 2 7295 2
"5606" 730001 1 7300 1
"5607" 730201 1 7302 2
"5608" 730202 2 7302 2
"5609" 730401 1 7304 2
"5610" 730402 2 7304 2
"5611" 730501 1 7305 2
"5612" 730502 2 7305 2
"5613" 730801 1 7308 1
"5614" 731001 1 7310 1
"5615" 731601 1 7316 3
"5616" 731602 2 7316 3
"5617" 731603 3 7316 3
"5618" 731701 1 7317 2
"5619" 731702 2 7317 2
"5620" 732201 1 7322 3
"5621" 732202 2 7322 3
"5622" 732203 3 7322 3
"5623" 732301 1 7323 2
"5624" 732302 2 7323 2
"5625" 732402 2 7324 5
"5626" 732403 3 7324 5
"5627" 732404 4 7324 5
"5628" 732405 5 7324 5
"5629" 732406 6 7324 5
"5630" 732501 1 7325 5
"5631" 732502 2 7325 5
"5632" 732503 3 7325 5
"5633" 732504 4 7325 5
"5634" 732505 5 7325 5
"5635" 733101 1 7331 1
"5636" 734101 1 7341 1
"5637" 734801 1 7348 1
"5638" 735002 2 7350 1
"5639" 735201 1 7352 1
"5640" 736701 1 7367 1
"5641" 736801 1 7368 1
"5642" 737501 1 7375 1
"5643" 737701 1 7377 2
"5644" 737702 2 7377 2
"5645" 737801 1 7378 2
"5646" 737802 2 7378 2
"5647" 738201 1 7382 1
"5648" 738302 2 7383 1
"5649" 738801 1 7388 2
"5650" 738802 2 7388 2
"5651" 738901 1 7389 3
"5652" 738902 2 7389 3
"5653" 738903 3 7389 3
"5654" 739001 1 7390 3
"5655" 739002 2 7390 3
"5656" 739003 3 7390 3
"5657" 739101 1 7391 2
"5658" 739102 2 7391 2
"5659" 739201 1 7392 1
"5660" 739301 1 7393 2
"5661" 739302 2 7393 2
"5662" 739401 1 7394 1
"5663" 739601 1 7396 3
"5664" 739602 2 7396 3
"5665" 739603 3 7396 3
"5666" 740301 1 7403 1
"5667" 741501 1 7415 1
"5668" 742301 1 7423 2
"5669" 742302 2 7423 2
"5670" 742601 1 7426 1
"5671" 743001 1 7430 2
"5672" 743002 2 7430 2
"5673" 743201 1 7432 1
"5674" 743301 1 7433 4
"5675" 743302 2 7433 4
"5676" 743303 3 7433 4
"5677" 743304 4 7433 4
"5678" 743501 1 7435 2
"5679" 743502 2 7435 2
"5680" 743601 1 7436 2
"5681" 743602 2 7436 2
"5682" 743701 1 7437 2
"5683" 743702 2 7437 2
"5684" 743801 1 7438 3
"5685" 743802 2 7438 3
"5686" 743803 3 7438 3
"5687" 743901 1 7439 2
"5688" 743902 2 7439 2
"5689" 744101 1 7441 3
"5690" 744102 2 7441 3
"5691" 744103 3 7441 3
"5692" 744301 1 7443 2
"5693" 744303 3 7443 2
"5694" 744502 2 7445 1
"5695" 744601 1 7446 2
"5696" 744602 2 7446 2
"5697" 744701 1 7447 4
"5698" 744702 2 7447 4
"5699" 744703 3 7447 4
"5700" 744704 4 7447 4
"5701" 744801 1 7448 5
"5702" 744802 2 7448 5
"5703" 744803 3 7448 5
"5704" 744804 4 7448 5
"5705" 744805 5 7448 5
"5706" 744901 1 7449 3
"5707" 744902 2 7449 3
"5708" 744903 3 7449 3
"5709" 745101 1 7451 4
"5710" 745102 2 7451 4
"5711" 745103 3 7451 4
"5712" 745104 4 7451 4
"5713" 745201 1 7452 1
"5714" 745301 1 7453 1
"5715" 745501 1 7455 5
"5716" 745502 2 7455 5
"5717" 745503 3 7455 5
"5718" 745504 4 7455 5
"5719" 745505 5 7455 5
"5720" 745902 2 7459 3
"5721" 745903 3 7459 3
"5722" 745904 4 7459 3
"5723" 746201 1 7462 3
"5724" 746202 2 7462 3
"5725" 746203 3 7462 3
"5726" 746401 1 7464 4
"5727" 746402 2 7464 4
"5728" 746403 3 7464 4
"5729" 746404 4 7464 4
"5730" 746801 1 7468 2
"5731" 746802 2 7468 2
"5732" 747001 1 7470 4
"5733" 747002 2 7470 4
"5734" 747003 3 7470 4
"5735" 747004 4 7470 4
"5736" 747702 2 7477 1
"5737" 747901 1 7479 2
"5738" 747902 2 7479 2
"5739" 748001 1 7480 3
"5740" 748002 2 7480 3
"5741" 748003 3 7480 3
"5742" 748101 1 7481 1
"5743" 748501 1 7485 2
"5744" 748502 2 7485 2
"5745" 749301 1 7493 2
"5746" 749302 2 7493 2
"5747" 749401 1 7494 3
"5748" 749402 2 7494 3
"5749" 749403 3 7494 3
"5750" 749601 1 7496 3
"5751" 749602 2 7496 3
"5752" 749603 3 7496 3
"5753" 749701 1 7497 2
"5754" 749702 2 7497 2
"5755" 749801 1 7498 3
"5756" 749802 2 7498 3
"5757" 749803 3 7498 3
"5758" 750001 1 7500 2
"5759" 750002 2 7500 2
"5760" 750101 1 7501 5
"5761" 750102 2 7501 5
"5762" 750103 3 7501 5
"5763" 750104 4 7501 5
"5764" 750105 5 7501 5
"5765" 750301 1 7503 4
"5766" 750302 2 7503 4
"5767" 750303 3 7503 4
"5768" 750304 4 7503 4
"5769" 750401 1 7504 5
"5770" 750402 2 7504 5
"5771" 750403 3 7504 5
"5772" 750404 4 7504 5
"5773" 750405 5 7504 5
"5774" 750601 1 7506 1
"5775" 750801 1 7508 2
"5776" 750802 2 7508 2
"5777" 751001 1 7510 1
"5778" 751401 1 7514 2
"5779" 751402 2 7514 2
"5780" 751801 1 7518 2
"5781" 751802 2 7518 2
"5782" 752001 1 7520 3
"5783" 752002 2 7520 3
"5784" 752003 3 7520 3
"5785" 752401 1 7524 4
"5786" 752402 2 7524 4
"5787" 752403 3 7524 4
"5788" 752404 4 7524 4
"5789" 752501 1 7525 2
"5790" 752502 2 7525 2
"5791" 752701 1 7527 2
"5792" 752702 2 7527 2
"5793" 753101 1 7531 1
"5794" 753201 1 7532 1
"5795" 754301 1 7543 2
"5796" 754302 2 7543 2
"5797" 754801 1 7548 4
"5798" 754802 2 7548 4
"5799" 754803 3 7548 4
"5800" 754804 4 7548 4
"5801" 755101 1 7551 1
"5802" 755301 1 7553 1
"5803" 756001 1 7560 1
"5804" 756501 1 7565 1
"5805" 757101 1 7571 1
"5806" 757501 1 7575 2
"5807" 757502 2 7575 2
"5808" 757801 1 7578 2
"5809" 757802 2 7578 2
"5810" 758001 1 7580 1
"5811" 758101 1 7581 1
"5812" 758301 1 7583 3
"5813" 758302 2 7583 3
"5814" 758303 3 7583 3
"5815" 758501 1 7585 2
"5816" 758502 2 7585 2
"5817" 758601 1 7586 2
"5818" 758602 2 7586 2
"5819" 758701 1 7587 2
"5820" 758702 2 7587 2
"5821" 759502 2 7595 1
"5822" 759801 1 7598 2
"5823" 759802 2 7598 2
"5824" 760001 1 7600 2
"5825" 760002 2 7600 2
"5826" 760101 1 7601 3
"5827" 760102 2 7601 3
"5828" 760103 3 7601 3
"5829" 760301 1 7603 2
"5830" 760302 2 7603 2
"5831" 760601 1 7606 2
"5832" 760602 2 7606 2
"5833" 761601 1 7616 2
"5834" 761602 2 7616 2
"5835" 761701 1 7617 2
"5836" 761702 2 7617 2
"5837" 761801 1 7618 2
"5838" 761802 2 7618 2
"5839" 761901 1 7619 1
"5840" 762201 1 7622 3
"5841" 762202 2 7622 3
"5842" 762203 3 7622 3
"5843" 762501 1 7625 4
"5844" 762502 2 7625 4
"5845" 762503 3 7625 4
"5846" 762504 4 7625 4
"5847" 762601 1 7626 2
"5848" 762602 2 7626 2
"5849" 763201 1 7632 1
"5850" 763601 1 7636 3
"5851" 763602 2 7636 3
"5852" 763603 3 7636 3
"5853" 764201 1 7642 1
"5854" 764501 1 7645 3
"5855" 764502 2 7645 3
"5856" 764503 3 7645 3
"5857" 764603 3 7646 1
"5858" 764802 2 7648 3
"5859" 764803 3 7648 3
"5860" 764804 4 7648 3
"5861" 764902 2 7649 1
"5862" 765201 1 7652 2
"5863" 765202 2 7652 2
"5864" 765501 1 7655 3
"5865" 765502 2 7655 3
"5866" 765503 3 7655 3
"5867" 765701 1 7657 2
"5868" 765702 2 7657 2
"5869" 766201 1 7662 2
"5870" 766202 2 7662 2
"5871" 766502 2 7665 1
"5872" 766902 2 7669 1
"5873" 767001 1 7670 3
"5874" 767002 2 7670 3
"5875" 767003 3 7670 3
"5876" 767201 1 7672 1
"5877" 767301 1 7673 3
"5878" 767302 2 7673 3
"5879" 767304 4 7673 3
"5880" 767901 1 7679 1
"5881" 768101 1 7681 3
"5882" 768102 2 7681 3
"5883" 768104 4 7681 3
"5884" 768201 1 7682 1
"5885" 768401 1 7684 3
"5886" 768402 2 7684 3
"5887" 768403 3 7684 3
"5888" 768501 1 7685 3
"5889" 768502 2 7685 3
"5890" 768503 3 7685 3
"5891" 768701 1 7687 2
"5892" 768702 2 7687 2
"5893" 768801 1 7688 2
"5894" 768802 2 7688 2
"5895" 768901 1 7689 2
"5896" 768902 2 7689 2
"5897" 769101 1 7691 1
"5898" 769201 1 7692 1
"5899" 769401 1 7694 4
"5900" 769402 2 7694 4
"5901" 769403 3 7694 4
"5902" 769404 4 7694 4
"5903" 769501 1 7695 4
"5904" 769502 2 7695 4
"5905" 769503 3 7695 4
"5906" 769504 4 7695 4
"5907" 770401 1 7704 1
"5908" 770801 1 7708 1
"5909" 771001 1 7710 2
"5910" 771002 2 7710 2
"5911" 775001 1 7750 3
"5912" 775002 2 7750 3
"5913" 775003 3 7750 3
"5914" 775401 1 7754 1
"5915" 777401 1 7774 1
"5916" 777501 1 7775 1
"5917" 777901 1 7779 1
"5918" 778101 1 7781 1
"5919" 778801 1 7788 1
"5920" 778901 1 7789 4
"5921" 778902 2 7789 4
"5922" 778903 3 7789 4
"5923" 778904 4 7789 4
"5924" 779101 1 7791 2
"5925" 779102 2 7791 2
"5926" 779401 1 7794 2
"5927" 779402 2 7794 2
"5928" 779501 1 7795 4
"5929" 779502 2 7795 4
"5930" 779503 3 7795 4
"5931" 779504 4 7795 4
"5932" 779601 1 7796 2
"5933" 779602 2 7796 2
"5934" 779701 1 7797 2
"5935" 779702 2 7797 2
"5936" 779801 1 7798 1
"5937" 780201 1 7802 3
"5938" 780202 2 7802 3
"5939" 780203 3 7802 3
"5940" 780401 1 7804 4
"5941" 780402 2 7804 4
"5942" 780403 3 7804 4
"5943" 780404 4 7804 4
"5944" 780601 1 7806 3
"5945" 780602 2 7806 3
"5946" 780603 3 7806 3
"5947" 781001 1 7810 2
"5948" 781002 2 7810 2
"5949" 781401 1 7814 3
"5950" 781402 2 7814 3
"5951" 781403 3 7814 3
"5952" 781501 1 7815 1
"5953" 781901 1 7819 2
"5954" 781902 2 7819 2
"5955" 782001 1 7820 2
"5956" 782002 2 7820 2
"5957" 782101 1 7821 2
"5958" 782102 2 7821 2
"5959" 782201 1 7822 1
"5960" 782301 1 7823 2
"5961" 782302 2 7823 2
"5962" 782501 1 7825 2
"5963" 782502 2 7825 2
"5964" 782801 1 7828 3
"5965" 782802 2 7828 3
"5966" 782803 3 7828 3
"5967" 782901 1 7829 2
"5968" 782902 2 7829 2
"5969" 783001 1 7830 2
"5970" 783002 2 7830 2
"5971" 783101 1 7831 4
"5972" 783102 2 7831 4
"5973" 783103 3 7831 4
"5974" 783104 4 7831 4
"5975" 783201 1 7832 3
"5976" 783202 2 7832 3
"5977" 783203 3 7832 3
"5978" 783301 1 7833 2
"5979" 783302 2 7833 2
"5980" 783501 1 7835 4
"5981" 783502 2 7835 4
"5982" 783503 3 7835 4
"5983" 783504 4 7835 4
"5984" 783601 1 7836 2
"5985" 783602 2 7836 2
"5986" 783801 1 7838 1
"5987" 784101 1 7841 1
"5988" 784601 1 7846 2
"5989" 784602 2 7846 2
"5990" 784901 1 7849 2
"5991" 784902 2 7849 2
"5992" 785101 1 7851 1
"5993" 785601 1 7856 4
"5994" 785602 2 7856 4
"5995" 785603 3 7856 4
"5996" 785604 4 7856 4
"5997" 786401 1 7864 4
"5998" 786402 2 7864 4
"5999" 786403 3 7864 4
"6000" 786404 4 7864 4
"6001" 786501 1 7865 2
"6002" 786502 2 7865 2
"6003" 786901 1 7869 5
"6004" 786902 2 7869 5
"6005" 786903 3 7869 5
"6006" 786904 4 7869 5
"6007" 786905 5 7869 5
"6008" 788201 1 7882 3
"6009" 788202 2 7882 3
"6010" 788203 3 7882 3
"6011" 788301 1 7883 3
"6012" 788302 2 7883 3
"6013" 788303 3 7883 3
"6014" 788601 1 7886 3
"6015" 788602 2 7886 3
"6016" 788603 3 7886 3
"6017" 789101 1 7891 2
"6018" 789102 2 7891 2
"6019" 789301 1 7893 1
"6020" 789401 1 7894 1
"6021" 789801 1 7898 1
"6022" 790001 1 7900 1
"6023" 790101 1 7901 1
"6024" 791001 1 7910 1
"6025" 791101 1 7911 2
"6026" 791102 2 7911 2
"6027" 791201 1 7912 1
"6028" 791401 1 7914 1
"6029" 792101 1 7921 3
"6030" 792102 2 7921 3
"6031" 792103 3 7921 3
"6032" 792201 1 7922 1
"6033" 792701 1 7927 4
"6034" 792702 2 7927 4
"6035" 792703 3 7927 4
"6036" 792704 4 7927 4
"6037" 792801 1 7928 2
"6038" 792802 2 7928 2
"6039" 793001 1 7930 3
"6040" 793002 2 7930 3
"6041" 793003 3 7930 3
"6042" 793101 1 7931 2
"6043" 793102 2 7931 2
"6044" 793303 3 7933 1
"6045" 793801 1 7938 5
"6046" 793802 2 7938 5
"6047" 793803 3 7938 5
"6048" 793804 4 7938 5
"6049" 793805 5 7938 5
"6050" 794301 1 7943 1
"6051" 794501 1 7945 3
"6052" 794502 2 7945 3
"6053" 794503 3 7945 3
"6054" 794901 1 7949 2
"6055" 794902 2 7949 2
"6056" 795001 1 7950 1
"6057" 795101 1 7951 1
"6058" 795201 1 7952 2
"6059" 795203 3 7952 2
"6060" 795801 1 7958 2
"6061" 795802 2 7958 2
"6062" 795901 1 7959 2
"6063" 795902 2 7959 2
"6064" 796701 1 7967 3
"6065" 796702 2 7967 3
"6066" 796703 3 7967 3
"6067" 796801 1 7968 5
"6068" 796802 2 7968 5
"6069" 796803 3 7968 5
"6070" 796804 4 7968 5
"6071" 796805 5 7968 5
"6072" 797101 1 7971 5
"6073" 797102 2 7971 5
"6074" 797103 3 7971 5
"6075" 797104 4 7971 5
"6076" 797105 5 7971 5
"6077" 797301 1 7973 2
"6078" 797302 2 7973 2
"6079" 797401 1 7974 2
"6080" 797402 2 7974 2
"6081" 797901 1 7979 2
"6082" 797902 2 7979 2
"6083" 798001 1 7980 3
"6084" 798002 2 7980 3
"6085" 798003 3 7980 3
"6086" 798101 1 7981 2
"6087" 798102 2 7981 2
"6088" 798301 1 7983 2
"6089" 798302 2 7983 2
"6090" 798501 1 7985 2
"6091" 798502 2 7985 2
"6092" 798801 1 7988 1
"6093" 799402 2 7994 3
"6094" 799403 3 7994 3
"6095" 799404 4 7994 3
"6096" 799701 1 7997 3
"6097" 799702 2 7997 3
