"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"3657" 385301 1 3.142 0.543 3853 16 0 2
"3658" 385302 2 2.255 0.573 3853 NA 0 2
"3659" 385901 1 -1.855 0.543 3859 18 0 1
"3660" 386401 NA NA NA 3864 NA 0 1
"3661" 387601 1 1.466 0.573 3876 NA 0 1
"3662" 387701 1 1.39 0.543 3877 17 0 3
"3663" 387702 2 1.915 0.543 3877 17 1 3
"3664" 387703 3 1.697 0.543 3877 19 0 3
"3665" 387901 1 2.347 0.573 3879 16 0 2
"3666" 387902 2 0.99 0.543 3879 17 0 2
"3667" 388901 1 2.33 0.543 3889 NA 0 2
"3668" 388902 2 2.026 0.543 3889 NA 0 2
"3669" 389301 NA NA NA 3893 NA 0 2
"3670" 389302 NA NA NA 3893 NA 0 2
"3671" 389901 1 0.863 0.573 3899 17 0 4
"3672" 389902 2 0.922 0.543 3899 17 0 4
"3673" 389903 3 0.778 0.543 3899 NA 0 4
"3674" 389904 4 1.785 0.543 3899 NA 0 4
"3675" 390601 NA NA NA 3906 16 0 2
"3676" 390602 NA NA NA 3906 16 0 2
"3677" 390801 1 2.371 0.543 3908 16 0 2
"3678" 390802 2 2.613 0.543 3908 NA 0 2
"3679" 391301 1 1.732 0.543 3913 NA 0 2
"3680" 391302 2 0.807 0.543 3913 NA 0 2
"3681" 391401 1 -0.816 0.573 3914 NA 0 2
"3682" 391402 NA NA NA 3914 NA 0 2
"3683" 391501 1 3.611 0.573 3915 21 0 3
"3684" 391502 2 3.156 0.573 3915 NA 0 3
"3685" 391503 NA NA NA 3915 NA 0 3
"3686" 391801 1 2.123 0.543 3918 NA 0 2
"3687" 391802 2 3.221 0.543 3918 NA 0 2
"3688" 391901 1 -0.933 0.573 3919 21 1 3
"3689" 391902 2 1.46 0.573 3919 15 1 3
"3690" 391903 NA NA NA 3919 16 1 3
"3691" 392101 1 1.821 0.543 3921 18 1 3
"3692" 392102 2 0.54 0.573 3921 18 0 3
"3693" 392103 3 1.492 0.543 3921 16 0 3
"3694" 392201 1 2.835 0.543 3922 16 1 1
"3695" 392301 1 0.178 0.543 3923 18 0 4
"3696" 392302 2 1.859 0.543 3923 19 0 4
"3697" 392303 3 1.531 0.573 3923 16 0 4
"3698" 392304 4 2.398 0.543 3923 NA 0 4
"3699" 392401 1 1.26 0.543 3924 NA 0 2
"3700" 392402 2 1.643 0.543 3924 NA 0 2
"3701" 392701 1 0.194 0.543 3927 15 0 1
"3702" 392801 1 0.74 0.543 3928 16 0 1
"3703" 392901 1 -0.187 0.543 3929 13.5 0 2
"3704" 392902 2 0.297 0.543 3929 20 0 2
"3705" 393101 1 -0.416 0.543 3931 15.5 0 5
"3706" 393102 2 0.604 0.543 3931 16 0 5
"3707" 393103 3 -2.636 0.543 3931 NA 0 5
"3708" 393104 4 -1.874 0.543 3931 14 0 5
"3709" 393105 5 -1.046 0.573 3931 13 0 5
"3710" 393401 1 -0.323 0.543 3934 14 0 1
"3711" 393501 1 0.667 1.402 3935 16 0 2
"3712" 393502 2 -0.959 0.573 3935 NA 0 2
"3713" 393601 1 0.57 0.543 3936 17 0 2
"3714" 393602 NA NA NA 3936 15 0 2
"3715" 394001 NA NA NA 3940 NA 0 1
"3716" 394401 1 -0.476 0.543 3944 14.5 0 2
"3717" 394402 2 -0.112 0.543 3944 15 0 2
"3718" 394501 NA NA NA 3945 NA 0 2
"3719" 394502 NA NA NA 3945 NA 0 2
"3720" 394801 NA NA NA 3948 14 0 4
"3721" 394802 2 -1.826 0.543 3948 15.5 0 4
"3722" 394803 3 -1.922 0.543 3948 17 0 4
"3723" 394804 4 -2.166 0.543 3948 16 0 4
"3724" 395201 1 0.911 0.543 3952 14 0 2
"3725" 395202 2 -0.929 0.543 3952 20 0 2
"3726" 395301 1 -0.413 0.543 3953 15 0 4
"3727" 395302 2 -0.319 0.543 3953 12.5 0 4
"3728" 395303 3 1.503 0.543 3953 13 0 4
"3729" 395304 4 -0.388 0.543 3953 13 0 4
"3730" 396001 1 0.776 0.543 3960 19 0 1
"3731" 396201 1 -1.683 0.543 3962 NA 0 4
"3732" 396202 2 -2.704 0.543 3962 NA 0 4
"3733" 396203 3 -1.509 0.543 3962 20 0 4
"3734" 396204 4 -0.961 0.543 3962 19 0 4
"3735" 396401 1 1.179 0.543 3964 NA 0 2
"3736" 396402 2 -0.064 0.543 3964 20 0 2
"3737" 396901 1 -0.851 0.543 3969 17 1 2
"3738" 396902 2 1.558 0.543 3969 NA 0 2
"3739" 397001 1 -0.549 0.543 3970 NA 0 3
"3740" 397002 2 1.455 0.543 3970 NA 0 3
"3741" 397003 3 -2.391 0.543 3970 NA 0 3
"3742" 397201 1 1.643 0.543 3972 NA 0 3
"3743" 397202 2 2.045 0.543 3972 NA 0 3
"3744" 397203 3 1.488 0.543 3972 NA 0 3
"3745" 397501 1 -1.943 0.573 3975 NA 0 4
"3746" 397502 NA NA NA 3975 22 0 4
"3747" 397503 NA NA NA 3975 NA 0 4
"3748" 397504 4 0.536 0.543 3975 NA 0 4
"3749" 397701 1 -0.281 0.573 3977 NA 0 2
"3750" 397702 NA NA NA 3977 NA 0 2
"3751" 397801 1 0.543 0.543 3978 14 0 1
"3752" 398201 1 -1.707 0.543 3982 NA 0 4
"3753" 398202 2 -0.853 0.543 3982 16 0 4
"3754" 398203 3 1.43 0.543 3982 14 1 4
"3755" 398204 4 -0.962 0.543 3982 15 0 4
"3756" 398301 NA NA NA 3983 NA 0 2
"3757" 398302 NA NA NA 3983 NA 0 2
"3758" 398601 1 -0.048 0.543 3986 NA 0 2
"3759" 398602 2 2.295 0.573 3986 NA 0 2
"3760" 398801 1 0.775 0.543 3988 19 0 2
"3761" 398802 2 -1.953 0.543 3988 12 0 2
"3762" 399101 1 -0.038 0.573 3991 14 0 2
"3763" 399102 2 -2.42 1.402 3991 NA 0 2
"3764" 399201 NA NA NA 3992 14 0 1
"3765" 399301 1 0.257 0.543 3993 16 0 3
"3766" 399302 2 0.944 0.543 3993 16 0 3
"3767" 399303 3 -2.081 0.543 3993 16 0 3
"3768" 399501 1 1.686 0.543 3995 NA 0 3
"3769" 399502 2 2.137 0.543 3995 16 1 3
"3770" 399503 3 1.522 0.543 3995 15 1 3
"3771" 399601 1 0.398 0.543 3996 16 0 2
"3772" 399602 NA NA NA 3996 18 0 2
"3773" 399801 1 0.187 0.543 3998 NA 0 1
"3774" 400101 1 2.036 0.573 4001 17 1 2
"3775" 400102 2 3.029 0.573 4001 17 0 2
"3776" 400201 1 0.531 0.543 4002 NA 0 2
"3777" 400202 2 2.764 0.543 4002 18 0 2
"3778" 400301 NA NA NA 4003 NA 0 2
"3779" 400302 NA NA NA 4003 NA 0 2
"3780" 400501 1 0.068 0.543 4005 14 0 3
"3781" 400502 2 -1.626 0.543 4005 13 0 3
"3782" 400503 3 0.614 0.543 4005 20 0 3
"3783" 400701 1 0.328 0.573 4007 15.5 0 2
"3784" 400702 2 0.835 0.543 4007 16 0 2
"3785" 401201 1 -1.923 0.543 4012 16 0 2
"3786" 401202 2 1.125 0.543 4012 15 0 2
"3787" 401501 1 -0.658 0.543 4015 18 0 3
"3788" 401502 2 -1.377 0.543 4015 12 1 3
"3789" 401503 3 -0.975 0.543 4015 13 0 3
"3790" 401601 1 0.667 1.402 4016 19 0 2
"3791" 401602 2 -1.474 0.543 4016 NA 0 2
"3792" 401901 1 2.489 0.543 4019 18 1 2
"3793" 401902 2 3.194 0.543 4019 NA 1 2
"3794" 402101 1 -0.174 0.543 4021 NA 0 1
"3795" 402301 1 2.107 0.543 4023 NA 0 2
"3796" 402302 2 1.131 0.543 4023 NA 0 2
"3797" 402401 NA NA NA 4024 13.5 0 3
"3798" 402402 2 -0.733 0.543 4024 12.5 0 3
"3799" 402403 3 -2.843 0.543 4024 16 0 3
"3800" 402601 1 0.033 0.573 4026 NA 0 3
"3801" 402602 NA NA NA 4026 NA 0 3
"3802" 402603 NA NA NA 4026 NA 0 3
"3803" 402801 NA NA NA 4028 17 1 3
"3804" 402802 NA NA NA 4028 15 0 3
"3805" 402803 NA NA NA 4028 13 0 3
"3806" 403301 1 3.373 0.543 4033 NA 0 2
"3807" 403302 2 1.4 0.543 4033 NA 0 2
"3808" 403501 1 -0.382 0.543 4035 18 0 2
"3809" 403502 2 -0.132 0.543 4035 NA 0 2
"3810" 403701 1 0.762 0.543 4037 14 0 1
"3811" 403801 1 -0.039 0.543 4038 16 0 2
"3812" 403802 2 -1.847 0.573 4038 NA 0 2
"3813" 404001 NA NA NA 4040 NA 0 2
"3814" 404002 NA NA NA 4040 NA 0 2
"3815" 404101 1 -2.25 0.543 4041 30 0 3
"3816" 404102 2 0.578 0.543 4041 NA 0 3
"3817" 404103 3 -0.533 0.543 4041 18 0 3
"3818" 404501 1 -0.153 0.543 4045 16 0 3
"3819" 404502 2 -0.557 0.543 4045 15 0 3
"3820" 404503 3 1.009 0.543 4045 NA 1 3
"3821" 404901 1 0.404 0.543 4049 17 0 4
"3822" 404902 2 0.111 0.543 4049 14 0 4
"3823" 404903 3 1.633 0.543 4049 14 1 4
"3824" 404904 4 1.084 0.543 4049 16 0 4
"3825" 405001 1 1.127 0.543 4050 17 0 3
"3826" 405002 2 0.176 0.543 4050 17 0 3
"3827" 405003 3 0.204 0.543 4050 NA 0 3
"3828" 405101 1 -0.397 0.543 4051 16 1 3
"3829" 405102 2 1.77 0.543 4051 16 0 3
"3830" 405103 3 1.754 0.573 4051 15 0 3
"3831" 405701 1 0.671 0.573 4057 NA 1 3
"3832" 405702 2 0.393 0.573 4057 17 0 3
"3833" 405703 3 2.519 0.573 4057 NA 0 3
"3834" 406001 1 2.346 0.543 4060 17 1 2
"3835" 406002 2 2.561 0.573 4060 18 0 2
"3836" 406501 NA NA NA 4065 20 0 3
"3837" 406502 NA NA NA 4065 15 0 3
"3838" 406503 3 1.292 0.543 4065 NA 0 3
"3839" 406601 1 0.915 0.543 4066 NA 0 2
"3840" 406602 2 0.839 0.573 4066 20 0 2
"3841" 407101 1 0.914 0.543 4071 NA 0 1
"3842" 407401 NA NA NA 4074 NA 0 3
"3843" 407402 NA NA NA 4074 NA 0 3
"3844" 407403 NA NA NA 4074 NA 0 3
"3845" 407701 1 1.023 0.543 4077 17 0 3
"3846" 407702 2 -2.394 0.543 4077 16 0 3
"3847" 407703 3 0.061 0.543 4077 13 0 3
"3848" 407801 1 -2.089 0.543 4078 16 0 1
"3849" 407901 1 0.65 0.573 4079 19 0 2
"3850" 407902 2 -2.195 0.543 4079 13 0 2
"3851" 408001 NA NA NA 4080 NA 0 2
"3852" 408002 NA NA NA 4080 NA 0 2
"3853" 408301 NA NA NA 4083 NA 0 1
"3854" 408401 1 2.516 0.543 4084 17 0 3
"3855" 408402 2 0.784 0.543 4084 17 0 3
"3856" 408403 3 0.941 0.543 4084 14 0 3
"3857" 408501 1 -0.812 0.543 4085 NA 0 1
"3858" 408901 1 0.818 0.543 4089 15 1 3
"3859" 408902 2 -0.173 0.543 4089 15 1 3
"3860" 408903 3 1.833 0.543 4089 16 1 3
"3861" 409201 1 2.628 0.543 4092 NA 0 1
"3862" 409401 1 3.517 0.543 4094 NA 0 2
"3863" 409402 2 2.759 0.573 4094 NA 0 2
"3864" 409501 1 2.343 0.543 4095 17 0 3
"3865" 409502 2 1.392 0.543 4095 NA 0 3
"3866" 409503 3 -0.305 0.543 4095 NA 0 3
"3867" 409901 1 1.934 0.543 4099 12 0 1
"3868" 410301 NA NA NA 4103 16 1 2
"3869" 410302 NA NA NA 4103 18 0 2
"3870" 410501 NA NA NA 4105 16.5 0 2
"3871" 410502 NA NA NA 4105 15 0 2
"3872" 410801 1 0.151 0.543 4108 NA 0 2
"3873" 410802 NA NA NA 4108 NA 0 2
"3874" 410901 1 1.434 0.543 4109 NA 0 2
"3875" 410902 2 1.654 0.543 4109 NA 0 2
"3876" 411001 1 -0.367 0.543 4110 17 0 2
"3877" 411002 2 0.154 0.543 4110 18 0 2
"3878" 411201 1 -0.904 0.573 4112 NA 0 3
"3879" 411202 NA NA NA 4112 NA 0 3
"3880" 411203 NA NA NA 4112 NA 0 3
"3881" 411501 1 -4.862 1.084 4115 NA 0 2
"3882" 411502 NA NA NA 4115 NA 0 2
"3883" 412001 1 1.278 0.543 4120 22 0 2
"3884" 412002 2 0.74 0.543 4120 15 0 2
"3885" 412101 NA NA NA 4121 NA 0 3
"3886" 412102 2 -1.8 0.543 4121 15.5 0 3
"3887" 412103 3 -0.566 0.543 4121 17 0 3
"3888" 412301 1 -0.9 0.543 4123 15 0 3
"3889" 412302 2 -0.512 0.543 4123 17 0 3
"3890" 412303 3 -1.358 0.573 4123 15 0 3
"3891" 413201 1 -0.546 0.543 4132 18 1 4
"3892" 413202 2 -1.704 0.543 4132 18 1 4
"3893" 413203 3 -1.089 0.543 4132 19 0 4
"3894" 413204 4 -2.055 0.573 4132 19 0 4
"3895" 413301 1 0.348 0.543 4133 22 0 3
"3896" 413302 2 1.43 0.543 4133 NA 0 3
"3897" 413303 3 -0.698 0.543 4133 15 0 3
"3898" 413601 1 -2.324 0.543 4136 17 0 3
"3899" 413602 2 -1.302 0.543 4136 12 1 3
"3900" 413603 3 -0.681 0.543 4136 NA 0 3
"3901" 414201 1 1.519 0.543 4142 21 0 1
"3902" 414501 1 0.667 1.402 4145 17 0 1
"3903" 414801 1 -0.107 0.543 4148 NA 0 3
"3904" 414802 2 -0.456 0.543 4148 16 0 3
"3905" 414803 3 1.399 0.543 4148 NA 0 3
"3906" 414901 1 0.066 0.543 4149 14.5 0 2
"3907" 414902 2 -0.17 0.573 4149 14 0 2
"3908" 415001 1 0.726 0.573 4150 16 0 1
"3909" 415101 1 -0.418 0.543 4151 NA 1 2
"3910" 415102 2 1.368 0.543 4151 20 0 2
"3911" 415301 1 2.004 0.543 4153 18 0 3
"3912" 415302 2 0.25 0.543 4153 17 0 3
"3913" 415303 3 1.96 0.573 4153 NA 0 3
"3914" 415401 NA NA NA 4154 NA 0 3
"3915" 415402 NA NA NA 4154 NA 0 3
"3916" 415403 3 1.527 0.543 4154 NA 0 3
"3917" 415701 1 -0.022 0.587 4157 NA 0 3
"3918" 415702 NA NA NA 4157 NA 0 3
"3919" 415703 NA NA NA 4157 NA 0 3
"3920" 416201 1 0.834 0.573 4162 NA 0 2
"3921" 416202 NA NA NA 4162 NA 0 2
"3922" 416301 1 1.355 0.543 4163 18 0 1
"3923" 416701 1 -0.934 0.543 4167 NA 0 2
"3924" 416702 2 -0.086 0.543 4167 13 0 2
"3925" 416901 NA NA NA 4169 NA 0 1
"3926" 417001 1 1.7 0.543 4170 19 0 3
"3927" 417002 2 0.636 0.543 4170 23 0 3
"3928" 417003 3 1.697 0.543 4170 19 0 3
"3929" 417501 NA NA NA 4175 NA 0 2
"3930" 417502 NA NA NA 4175 NA 0 2
"3931" 417601 NA NA NA 4176 NA 1 2
"3932" 417602 NA NA NA 4176 NA 1 2
"3933" 417701 1 -0.892 0.543 4177 13 0 1
"3934" 417801 NA NA NA 4178 NA 0 3
"3935" 417802 2 -0.332 0.543 4178 15 1 3
"3936" 417803 3 -0.784 0.543 4178 NA 0 3
"3937" 417901 1 -0.4 0.543 4179 18 0 3
"3938" 417902 2 0.723 0.543 4179 15 0 3
"3939" 417903 3 -0.431 0.543 4179 14 0 3
"3940" 418001 1 0.997 0.543 4180 17 1 4
"3941" 418002 2 -0.134 0.543 4180 NA 0 4
"3942" 418003 3 0.065 0.543 4180 16 0 4
"3943" 418004 4 -0.68 0.573 4180 17 0 4
"3944" 418201 1 0.426 0.543 4182 16 0 2
"3945" 418202 2 -0.403 0.543 4182 16 0 2
"3946" 418401 NA NA NA 4184 16 0 4
"3947" 418402 2 0.738 0.543 4184 NA 0 4
"3948" 418403 3 -1.673 0.543 4184 15 1 4
"3949" 418404 4 -0.575 0.543 4184 NA 0 4
"3950" 418501 1 -0.283 0.543 4185 NA 0 2
"3951" 418502 2 0.734 0.543 4185 NA 0 2
"3952" 418601 1 0.013 0.543 4186 16 0 2
"3953" 418602 2 1.453 0.543 4186 14 0 2
"3954" 418701 1 0.985 0.543 4187 16 0 2
"3955" 418702 2 0.392 0.543 4187 18 0 2
"3956" 419001 NA NA NA 4190 NA 0 2
"3957" 419002 NA NA NA 4190 NA 0 2
"3958" 419201 1 0.326 0.543 4192 14 0 2
"3959" 419202 2 0.727 0.543 4192 NA 0 2
"3960" 419401 1 0.044 0.573 4194 15.5 0 3
"3961" 419402 2 -1.261 0.543 4194 14 0 3
"3962" 419403 3 0.969 0.543 4194 14 0 3
"3963" 419501 NA NA NA 4195 17 0 3
"3964" 419502 2 2.16 0.573 4195 15 0 3
"3965" 419503 3 0.094 0.543 4195 NA 0 3
"3966" 419701 1 -2.441 0.543 4197 17 0 3
"3967" 419702 2 -2.728 0.543 4197 15 0 3
"3968" 419703 3 -3.224 0.543 4197 12 0 3
"3969" 419801 1 -2.466 0.543 4198 NA 0 1
"3970" 419901 NA NA NA 4199 16 0 5
"3971" 419902 2 -0.222 0.543 4199 NA 0 5
"3972" 419903 3 0.073 0.543 4199 NA 0 5
"3973" 419904 4 -1.014 0.573 4199 18 0 5
"3974" 419905 5 -2.427 0.543 4199 NA 0 5
"3975" 420001 1 -0.893 0.543 4200 NA 0 2
"3976" 420002 2 0.378 0.543 4200 17 0 2
"3977" 420301 1 -2.743 0.543 4203 17 0 5
"3978" 420302 2 -1.207 0.543 4203 NA 0 5
"3979" 420303 3 -0.85 0.543 4203 13 0 5
"3980" 420304 NA NA NA 4203 14 0 5
"3981" 420305 NA NA NA 4203 13 1 5
"3982" 420601 1 -0.472 0.543 4206 16 0 2
"3983" 420602 2 -0.299 0.543 4206 15 0 2
"3984" 420801 1 1.34 0.573 4208 17 0 1
"3985" 421001 1 -0.191 0.543 4210 14 0 2
"3986" 421002 2 0.271 0.543 4210 16 1 2
"3987" 421201 1 -0.485 0.543 4212 14 0 5
"3988" 421202 2 1.195 0.543 4212 17 0 5
"3989" 421203 3 -1.111 0.543 4212 14 0 5
"3990" 421204 4 -0.884 0.543 4212 NA 0 5
"3991" 421205 5 2.632 0.543 4212 NA 1 5
"3992" 421401 1 0.139 0.543 4214 NA 0 2
"3993" 421402 2 -0.911 0.543 4214 17 0 2
"3994" 421501 1 -0.882 0.543 4215 14.5 0 1
"3995" 421801 NA NA NA 4218 17 0 2
"3996" 421802 2 -0.929 0.543 4218 NA 1 2
"3997" 421901 1 1.474 0.543 4219 16 1 1
"3998" 422001 1 1.063 0.543 4220 18 0 3
"3999" 422002 2 0.687 0.543 4220 18 0 3
"4000" 422003 3 0.518 0.543 4220 18 0 3
"4001" 422301 1 1.16 0.543 4223 NA 0 2
"4002" 422302 2 1.306 0.543 4223 NA 0 2
"4003" 422401 1 1.815 0.543 4224 17 0 2
"4004" 422402 2 1.489 0.573 4224 16 0 2
"4005" 422701 1 1.103 0.543 4227 NA 0 2
"4006" 422702 2 -0.161 0.573 4227 NA 0 2
"4007" 422801 1 1.247 0.543 4228 15 0 1
"4008" 423101 1 1.082 0.573 4231 NA 0 4
"4009" 423102 2 -1.151 0.543 4231 15 0 4
"4010" 423103 3 -0.249 0.668 4231 20 0 4
"4011" 423104 4 -2.215 0.543 4231 NA 0 4
"4012" 423201 1 2.113 0.543 4232 19 0 4
"4013" 423202 NA NA NA 4232 NA 0 4
"4014" 423203 3 1.007 0.543 4232 14 0 4
"4015" 423204 4 1.01 0.543 4232 NA 0 4
"4016" 423601 1 2.623 0.573 4236 23 0 2
"4017" 423602 2 1.546 0.543 4236 18 0 2
"4018" 424601 1 0.433 0.543 4246 17 0 3
"4019" 424602 2 1.604 0.543 4246 18 0 3
"4020" 424603 3 0.356 0.543 4246 NA 0 3
"4021" 424901 1 0.982 0.543 4249 17 0 2
"4022" 424902 2 0.634 0.543 4249 15 0 2
"4023" 425001 NA NA NA 4250 NA 0 2
"4024" 425002 2 -1.063 0.726 4250 NA 0 2
"4025" 425201 1 1.916 0.543 4252 14 0 2
"4026" 425202 2 1.036 0.543 4252 NA 0 2
"4027" 425401 1 1.915 0.543 4254 NA 0 3
"4028" 425402 2 2.062 0.543 4254 NA 0 3
"4029" 425403 3 1.806 0.543 4254 16 0 3
"4030" 425601 1 1.601 0.543 4256 NA 0 2
"4031" 425602 2 1.085 0.543 4256 19 0 2
"4032" 426201 NA NA NA 4262 15 0 4
"4033" 426202 2 0.173 0.543 4262 17 0 4
"4034" 426203 3 -0.349 0.543 4262 16 0 4
"4035" 426204 4 -0.796 0.543 4262 19 0 4
"4036" 426501 NA NA NA 4265 NA 0 1
"4037" 426801 1 0.912 0.543 4268 15 0 1
"4038" 427001 1 0.171 0.543 4270 13.5 0 3
"4039" 427002 2 -1.008 0.543 4270 13.5 0 3
"4040" 427003 3 -0.544 0.543 4270 16 0 3
"4041" 427201 NA NA NA 4272 16 0 2
"4042" 427202 2 1.407 0.543 4272 NA 0 2
"4043" 427401 1 0.003 0.543 4274 15 0 3
"4044" 427402 2 0.219 0.543 4274 13 0 3
"4045" 427403 3 0.632 0.543 4274 16 0 3
"4046" 427501 1 -0.186 0.543 4275 NA 0 2
"4047" 427502 2 -1.044 0.543 4275 16 1 2
"4048" 427701 1 0.369 0.543 4277 14.5 0 3
"4049" 427702 2 -0.727 0.543 4277 NA 0 3
"4050" 427703 3 -1.751 0.543 4277 14.5 0 3
"4051" 428001 1 1.584 0.543 4280 15 0 2
"4052" 428002 2 1.19 0.543 4280 NA 0 2
"4053" 428101 1 0.669 0.543 4281 NA 0 1
"4054" 428201 1 1.129 0.573 4282 19 0 3
"4055" 428202 2 -0.835 0.543 4282 17 0 3
"4056" 428203 3 -1.265 0.543 4282 18 0 3
"4057" 428301 1 -0.611 0.543 4283 NA 0 4
"4058" 428302 2 0.977 0.543 4283 NA 0 4
"4059" 428303 NA NA NA 4283 NA 0 4
"4060" 428304 NA NA NA 4283 NA 0 4
"4061" 428401 1 1.15 0.573 4284 NA 0 2
"4062" 428402 2 1.807 0.573 4284 NA 0 2
"4063" 428601 NA NA NA 4286 NA 0 3
"4064" 428602 NA NA NA 4286 16 0 3
"4065" 428603 NA NA NA 4286 NA 0 3
"4066" 429001 1 0.546 0.543 4290 16 0 2
"4067" 429002 2 1.627 0.543 4290 16 0 2
"4068" 429101 1 1.862 0.543 4291 19 0 1
"4069" 429201 1 2.603 0.543 4292 NA 0 1
"4070" 429401 1 2.344 0.543 4294 18 0 2
"4071" 429402 2 2.221 0.543 4294 NA 0 2
"4072" 429501 1 0.847 0.543 4295 18 0 3
"4073" 429502 2 -0.476 0.543 4295 16 0 3
"4074" 429503 3 0.69 0.543 4295 13 0 3
"4075" 429601 1 0.092 0.543 4296 16 0 2
"4076" 429602 2 -0.224 0.543 4296 NA 0 2
"4077" 430001 1 3.173 0.543 4300 17 0 1
"4078" 430401 1 0.954 0.543 4304 14 0 1
"4079" 430501 1 0.25 0.543 4305 NA 0 2
"4080" 430502 2 0.003 0.543 4305 NA 0 2
"4081" 430601 1 1.67 0.543 4306 16 0 2
"4082" 430602 NA NA NA 4306 17 0 2
"4083" 430801 1 -0.233 0.543 4308 16 0 1
"4084" 431001 1 0.452 0.543 4310 16 0 3
"4085" 431002 2 1.427 0.543 4310 18 0 3
"4086" 431003 3 1.364 0.573 4310 15 0 3
"4087" 431901 1 -3.008 0.543 4319 NA 0 1
"4088" 432001 1 1.596 0.543 4320 NA 0 1
"4089" 432301 1 -1.534 0.573 4323 19 0 4
"4090" 432302 2 -0.423 0.543 4323 15 0 4
"4091" 432303 3 -0.201 0.543 4323 14 0 4
"4092" 432304 4 0.099 0.543 4323 16 0 4
"4093" 432501 1 0.702 0.543 4325 15.5 1 2
"4094" 432502 2 1.301 0.543 4325 17 0 2
"4095" 432601 1 1.606 0.543 4326 NA 0 2
"4096" 432602 2 0.242 0.543 4326 17 0 2
"4097" 433701 1 0.885 0.543 4337 NA 0 2
"4098" 433702 2 1.93 0.573 4337 NA 0 2
"4099" 433901 1 1.663 0.543 4339 NA 0 2
"4100" 433902 2 0.771 0.573 4339 NA 0 2
"4101" 434101 1 -0.034 0.543 4341 18 0 1
"4102" 434501 1 0.584 0.543 4345 17 0 1
"4103" 434601 1 0.786 0.543 4346 15 0 3
"4104" 434602 2 2.658 0.543 4346 NA 0 3
"4105" 434603 3 1.402 0.543 4346 NA 0 3
"4106" 435201 1 1.019 0.543 4352 NA 0 2
"4107" 435202 2 1.545 0.543 4352 NA 0 2
"4108" 435401 1 -0.054 0.573 4354 18 0 3
"4109" 435402 NA NA NA 4354 15 0 3
"4110" 435403 NA NA NA 4354 15 0 3
"4111" 436601 1 1.422 0.543 4366 NA 0 2
"4112" 436602 2 1.162 0.573 4366 NA 0 2
"4113" 436701 1 2.334 0.543 4367 19 0 3
"4114" 436702 2 2.372 0.573 4367 15 0 3
"4115" 436703 3 0.267 0.573 4367 NA 0 3
"4116" 436801 1 0.899 0.543 4368 16 0 2
"4117" 436802 2 0.89 0.543 4368 NA 0 2
"4118" 437101 1 1.325 0.543 4371 16 0 2
"4119" 437102 2 0.012 0.543 4371 13 0 2
"4120" 437201 1 2.192 0.543 4372 15 0 1
"4121" 437301 1 -0.236 0.543 4373 17 0 1
"4122" 437501 1 -0.123 0.543 4375 NA 0 1
"4123" 437601 1 1.87 0.543 4376 NA 0 2
"4124" 437602 2 -0.22 0.543 4376 15 0 2
"4125" 437801 1 2.896 0.543 4378 19 0 4
"4126" 437802 2 0.725 0.543 4378 22 0 4
"4127" 437803 3 1.053 0.543 4378 NA 0 4
"4128" 437804 4 2.547 0.543 4378 18 0 4
"4129" 437901 1 2.334 0.543 4379 NA 0 2
"4130" 437902 2 -0.578 0.543 4379 18 0 2
"4131" 438101 NA NA NA 4381 NA 1 2
"4132" 438102 NA NA NA 4381 NA 0 2
"4133" 438301 1 -0.408 0.543 4383 NA 0 2
"4134" 438302 2 -1.141 0.543 4383 13 0 2
"4135" 438601 1 -1.22 0.555 4386 14 0 3
"4136" 438602 2 -0.847 0.543 4386 16 0 3
"4137" 438603 3 -0.832 0.543 4386 16 0 3
"4138" 439101 1 1.383 0.573 4391 17 0 5
"4139" 439102 2 0.362 0.543 4391 NA 0 5
"4140" 439103 NA NA NA 4391 NA 0 5
"4141" 439104 4 0.584 0.573 4391 16 0 5
"4142" 439105 5 1.138 0.543 4391 16 0 5
"4143" 439201 NA NA NA 4392 NA 0 1
"4144" 439601 1 0.822 0.543 4396 20 0 2
"4145" 439602 2 -2.239 0.543 4396 18 0 2
"4146" 440001 NA NA NA 4400 17 0 2
"4147" 440002 NA NA NA 4400 15 0 2
"4148" 440401 1 -0.941 0.543 4404 19 0 2
"4149" 440402 2 -1.253 0.543 4404 12 0 2
"4150" 441101 1 1.605 0.543 4411 NA 0 2
"4151" 441102 2 0.152 0.573 4411 NA 0 2
"4152" 441601 NA NA NA 4416 NA 0 6
"4153" 441602 2 -2.372 0.896 4416 16 0 6
"4154" 441603 3 -3.539 0.543 4416 17 0 6
"4155" 441604 4 -1.647 0.543 4416 15 0 6
"4156" 441605 5 -1.175 0.543 4416 13 0 6
"4157" 441606 6 -3.23 0.543 4416 15 0 6
"4158" 441701 NA NA NA 4417 17 1 4
"4159" 441702 NA NA NA 4417 17 0 4
"4160" 441703 3 -0.934 0.543 4417 NA 0 4
"4161" 441704 4 0.566 0.543 4417 NA 0 4
"4162" 442301 1 1.784 0.543 4423 NA 0 1
"4163" 442401 1 1.528 0.543 4424 17 0 1
"4164" 442801 1 3.71 0.543 4428 19 0 3
"4165" 442802 2 3.602 0.543 4428 NA 0 3
"4166" 442803 3 3.077 0.543 4428 NA 0 3
"4167" 443101 NA NA NA 4431 NA 0 2
