"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"6063" 631002 2 -2.851 0.543 6310 13.5 0 5
"6064" 631003 3 -3.248 0.543 6310 NA 0 5
"6065" 631004 4 -3.463 0.543 6310 NA 0 5
"6066" 631005 5 -2.519 0.543 6310 12 0 5
"6067" 631101 1 -1.462 0.543 6311 NA 0 2
"6068" 631102 2 -1.398 0.543 6311 NA 0 2
"6069" 631201 1 0.985 0.543 6312 18 0 3
"6070" 631202 2 -0.745 0.543 6312 16 0 3
"6071" 631203 3 0.299 0.543 6312 14 0 3
"6072" 631301 1 -0.015 0.543 6313 16 0 2
"6073" 631302 2 -0.199 0.543 6313 14 0 2
"6074" 631501 1 -2.188 0.543 6315 NA 0 3
"6075" 631502 2 -0.975 0.543 6315 15 0 3
"6076" 631503 3 -3.178 0.543 6315 17 0 3
"6077" 631801 1 -0.891 0.573 6318 18 0 2
"6078" 631802 2 -0.8 0.573 6318 15 0 2
"6079" 632001 1 0.475 0.543 6320 NA 0 1
"6080" 632101 1 1.719 0.543 6321 NA 0 1
"6081" 632201 1 0.835 0.543 6322 17.5 0 6
"6082" 632202 2 0.914 0.573 6322 14 0 6
"6083" 632203 3 0.711 0.573 6322 17 0 6
"6084" 632204 4 -1.344 0.543 6322 NA 0 6
"6085" 632205 5 -1.603 0.573 6322 NA 0 6
"6086" 632206 6 -0.444 0.543 6322 NA 0 6
"6087" 632401 1 0.007 0.543 6324 16 0 1
"6088" 632701 1 -0.629 0.543 6327 19 0 6
"6089" 632702 2 -1.447 0.543 6327 17 0 6
"6090" 632703 3 -0.856 0.543 6327 17 0 6
"6091" 632704 4 -0.28 0.543 6327 17 0 6
"6092" 632705 5 -1.162 0.543 6327 16 1 6
"6093" 632706 6 -0.977 0.543 6327 17 0 6
"6094" 633101 NA NA NA 6331 NA 0 1
"6095" 633201 1 -2.379 0.573 6332 NA 0 2
"6096" 633202 NA NA NA 6332 NA 0 2
"6097" 633301 1 1.889 0.573 6333 19 0 2
"6098" 633302 NA NA NA 6333 22 0 2
"6099" 633401 1 -2.627 0.543 6334 19 0 2
"6100" 633402 2 -0.427 0.543 6334 NA 0 2
"6101" 633501 1 -0.732 0.573 6335 18 0 3
"6102" 633502 2 -0.887 0.543 6335 15 0 3
"6103" 633503 NA NA NA 6335 14 0 3
"6104" 633601 1 -0.342 0.543 6336 14 0 3
"6105" 633602 2 0.981 0.543 6336 16 0 3
"6106" 633603 3 0.049 0.543 6336 15 0 3
"6107" 633701 1 0.077 0.952 6337 12 0 2
"6108" 633702 2 1.596 0.543 6337 13 0 2
"6109" 633801 1 -1.598 0.543 6338 16 0 4
"6110" 633802 2 -0.496 0.543 6338 17 0 4
"6111" 633803 3 1.104 0.543 6338 16 0 4
"6112" 633804 4 -0.181 0.543 6338 14 1 4
"6113" 633901 1 1.478 0.543 6339 15.5 0 3
"6114" 633902 2 -1.492 0.543 6339 19 0 3
"6115" 633903 3 0.099 0.543 6339 13 1 3
"6116" 634201 NA NA NA 6342 19 0 5
"6117" 634202 2 -2.512 0.543 6342 16 0 5
"6118" 634203 3 -0.542 0.543 6342 15 0 5
"6119" 634204 4 -0.758 0.543 6342 NA 0 5
"6120" 634205 5 0.342 0.543 6342 NA 0 5
"6121" 634401 1 -3.127 0.543 6344 16.5 0 3
"6122" 634402 2 -1.368 0.543 6344 14.5 0 3
"6123" 634403 3 -3.557 0.543 6344 NA 0 3
"6124" 634501 1 -0.526 0.555 6345 16 0 4
"6125" 634502 2 -0.027 0.543 6345 14 0 4
"6126" 634503 3 0.017 0.543 6345 20 0 4
"6127" 634504 4 0.304 0.543 6345 17 0 4
"6128" 634801 NA NA NA 6348 NA 0 2
"6129" 634802 NA NA NA 6348 NA 0 2
"6130" 634901 1 1.559 0.543 6349 NA 0 1
"6131" 635001 NA NA NA 6350 NA 1 2
"6132" 635002 NA NA NA 6350 NA 0 2
"6133" 635301 1 -1.124 0.543 6353 13.5 0 3
"6134" 635302 2 -1.853 0.543 6353 NA 0 3
"6135" 635303 3 -2.212 0.543 6353 14 0 3
"6136" 635601 1 -0.916 0.543 6356 16 0 3
"6137" 635602 2 0.322 0.543 6356 15 0 3
"6138" 635603 3 -1.526 0.543 6356 NA 0 3
"6139" 635701 1 0.34 0.543 6357 17 0 1
"6140" 635801 1 -0.243 0.573 6358 14 0 4
"6141" 635802 2 -2.909 0.543 6358 14 0 4
"6142" 635803 3 -2.288 0.543 6358 NA 0 4
"6143" 635804 4 1.194 0.543 6358 NA 1 4
"6144" 636201 NA NA NA 6362 NA 0 3
"6145" 636202 2 0.261 0.573 6362 NA 0 3
"6146" 636203 3 -0.539 0.543 6362 NA 0 3
"6147" 636301 1 0.727 0.543 6363 NA 0 3
"6148" 636302 2 -0.138 0.543 6363 13.5 0 3
"6149" 636303 3 -2.019 0.543 6363 NA 0 3
"6150" 636401 1 -0.502 0.543 6364 13 0 4
"6151" 636402 2 -4.6 0.543 6364 13 0 4
"6152" 636403 3 -2.002 0.573 6364 15 0 4
"6153" 636404 4 -0.264 0.543 6364 NA 0 4
"6154" 636501 1 -3.663 0.646 6365 13 0 6
"6155" 636502 2 -4.278 0.543 6365 14 0 6
"6156" 636503 3 -2.81 0.543 6365 15 1 6
"6157" 636504 NA NA NA 6365 NA 0 6
"6158" 636505 5 -2.258 0.573 6365 16 0 6
"6159" 636506 6 -3.999 0.698 6365 14 0 6
"6160" 636601 1 -1.558 0.543 6366 NA 0 2
"6161" 636602 2 -0.881 0.573 6366 18 0 2
"6162" 636701 1 0.117 0.573 6367 16 0 1
"6163" 636801 1 -1.4 0.543 6368 NA 0 3
"6164" 636802 2 -1.695 0.543 6368 17 0 3
"6165" 636803 3 -1.224 0.543 6368 15 0 3
"6166" 636901 1 1.201 0.543 6369 16 1 2
"6167" 636902 2 1.685 0.543 6369 18 1 2
"6168" 637001 1 0.806 0.896 6370 16.5 0 3
"6169" 637002 2 0.129 0.573 6370 13 0 3
"6170" 637003 3 -0.945 0.573 6370 14 0 3
"6171" 637101 1 -0.946 0.543 6371 13.5 1 11
"6172" 637102 NA NA NA 6371 NA 0 11
"6173" 637103 3 -0.425 0.543 6371 16 0 11
"6174" 637104 4 0.446 0.543 6371 14 0 11
"6175" 637105 5 -2.194 0.543 6371 NA 0 11
"6176" 637106 6 -2.271 0.573 6371 15 0 11
"6177" 637107 7 -1.454 0.543 6371 NA 1 11
"6178" 637108 8 -3.083 0.543 6371 13 0 11
"6179" 637109 9 -2.82 0.543 6371 15 0 11
"6180" 637110 10 0.179 0.573 6371 NA 0 11
"6181" 637111 11 -1.307 0.543 6371 NA 0 11
"6182" 637201 1 -0.558 0.543 6372 15 0 3
"6183" 637202 NA NA NA 6372 16 1 3
"6184" 637203 NA NA NA 6372 NA 1 3
"6185" 637401 1 -2.589 0.543 6374 16 0 3
"6186" 637402 2 0.223 0.543 6374 17 0 3
"6187" 637403 3 1.232 0.543 6374 NA 0 3
"6188" 637501 1 -0.093 0.543 6375 17 0 4
"6189" 637502 2 -0.387 0.543 6375 18 0 4
"6190" 637503 NA NA NA 6375 NA 0 4
"6191" 637504 NA NA NA 6375 NA 0 4
"6192" 637701 1 -2.189 0.573 6377 14 0 1
"6193" 637901 1 -1.039 0.543 6379 16 0 2
"6194" 637902 2 0.308 0.573 6379 NA 0 2
"6195" 638001 1 1.055 0.543 6380 16.5 0 1
"6196" 638101 1 0.505 0.543 6381 15 0 2
"6197" 638102 2 0.055 0.543 6381 16 0 2
"6198" 638201 1 -0.382 0.543 6382 22 0 2
"6199" 638202 2 -2.516 0.543 6382 14 0 2
"6200" 638301 NA NA NA 6383 14 1 3
"6201" 638302 2 -3.503 0.543 6383 15 0 3
"6202" 638303 NA NA NA 6383 NA 0 3
"6203" 638401 1 -0.754 0.543 6384 NA 1 3
"6204" 638402 2 -0.037 0.543 6384 16 1 3
"6205" 638403 3 -3.658 0.543 6384 14 0 3
"6206" 638701 1 -3.126 0.573 6387 15 0 2
"6207" 638702 2 -1.607 0.543 6387 15 1 2
"6208" 638901 1 -3.319 0.573 6389 19 1 2
"6209" 638902 2 -0.852 0.543 6389 NA 0 2
"6210" 639301 1 1.504 0.543 6393 15 0 2
"6211" 639302 2 -1.075 0.543 6393 15 0 2
"6212" 639401 1 -2.838 0.543 6394 16 0 4
"6213" 639402 NA NA NA 6394 NA 0 4
"6214" 639403 3 -2.509 0.543 6394 15 0 4
"6215" 639404 4 -0.982 0.543 6394 13 0 4
"6216" 639601 1 0.575 0.543 6396 16 0 2
"6217" 639602 2 1.145 0.543 6396 16 0 2
"6218" 639701 1 0.952 0.543 6397 NA 0 1
"6219" 639901 NA NA NA 6399 14 0 4
"6220" 639902 NA NA NA 6399 18 0 4
"6221" 639903 3 -1.265 0.543 6399 16 0 4
"6222" 639904 4 -1.988 0.543 6399 17 0 4
"6223" 640001 1 -0.085 0.543 6400 16.5 1 3
"6224" 640002 2 -2.974 0.543 6400 NA 0 3
"6225" 640003 3 -1.511 0.543 6400 18 0 3
"6226" 640401 1 1.025 0.543 6404 NA 0 2
"6227" 640402 2 -2.116 0.543 6404 18 0 2
"6228" 640501 1 0.289 0.543 6405 15.5 0 2
"6229" 640502 NA NA NA 6405 14 0 2
"6230" 640701 1 -2.212 0.543 6407 13.5 0 3
"6231" 640702 2 -1.581 0.543 6407 15 0 3
"6232" 640703 3 0.273 0.543 6407 16 0 3
"6233" 640801 1 -3.67 0.543 6408 NA 0 2
"6234" 640802 2 -3.994 0.573 6408 NA 0 2
"6235" 640901 NA NA NA 6409 NA 0 3
"6236" 640902 NA NA NA 6409 NA 0 3
"6237" 640903 NA NA NA 6409 NA 0 3
"6238" 641001 1 -4.396 0.543 6410 17 0 2
"6239" 641002 2 -2.235 0.573 6410 NA 0 2
"6240" 641201 NA NA NA 6412 NA 0 1
"6241" 641301 1 -2.135 0.543 6413 NA 0 1
"6242" 641401 1 0.303 0.543 6414 15 0 3
"6243" 641402 2 -0.805 0.543 6414 12 0 3
"6244" 641403 3 -3.266 0.543 6414 NA 0 3
"6245" 641601 1 -1.234 0.543 6416 17.5 0 3
"6246" 641602 2 -3.055 0.543 6416 NA 0 3
"6247" 641603 3 0.413 0.543 6416 22 0 3
"6248" 641701 1 0.009 0.543 6417 NA 0 2
"6249" 641702 2 0.43 0.543 6417 NA 0 2
"6250" 642401 NA NA NA 6424 NA 0 1
"6251" 642601 1 -2.113 0.543 6426 18 0 2
"6252" 642602 2 -4.172 0.543 6426 NA 0 2
"6253" 642701 1 0.412 0.543 6427 14 0 2
"6254" 642702 2 -1.705 0.543 6427 16 0 2
"6255" 642801 1 -3.151 0.543 6428 15 0 2
"6256" 642802 NA NA NA 6428 NA 0 2
"6257" 642901 1 0.997 0.543 6429 17 0 4
"6258" 642902 2 -1.291 0.543 6429 15 0 4
"6259" 642903 3 -2.357 0.543 6429 15 1 4
"6260" 642904 4 0.55 0.543 6429 15 0 4
"6261" 643401 1 -2.325 0.543 6434 12.5 0 4
"6262" 643402 2 -1.485 0.543 6434 14 0 4
"6263" 643403 3 -2.149 0.573 6434 NA 0 4
"6264" 643404 4 -1.038 0.543 6434 15 0 4
"6265" 643701 NA NA NA 6437 NA 0 1
"6266" 644201 1 -3.029 0.543 6442 NA 0 3
"6267" 644202 2 -2.349 0.543 6442 17 1 3
"6268" 644203 3 0.034 0.543 6442 NA 1 3
"6269" 644401 NA NA NA 6444 NA 0 2
"6270" 644402 NA NA NA 6444 NA 0 2
"6271" 644501 NA NA NA 6445 NA 0 5
"6272" 644502 2 -2.567 0.543 6445 13 0 5
"6273" 644503 3 -0.609 0.543 6445 14 0 5
"6274" 644504 4 -1.451 0.543 6445 13 0 5
"6275" 644505 5 -1.617 0.543 6445 NA 0 5
"6276" 644801 1 -2.151 0.543 6448 17 0 7
"6277" 644802 2 0.896 0.543 6448 NA 0 7
"6278" 644803 3 -3.976 0.543 6448 16 0 7
"6279" 644804 4 -2.844 0.543 6448 15 0 7
"6280" 644805 5 -1.327 0.543 6448 14 0 7
"6281" 644806 6 -2.608 0.543 6448 17 0 7
"6282" 644807 7 0.55 0.573 6448 16 0 7
"6283" 644901 1 -2.143 0.543 6449 18 0 1
"6284" 645001 1 0.462 0.573 6450 17 0 2
"6285" 645002 2 -0.87 0.543 6450 15 0 2
"6286" 645501 1 0.486 0.543 6455 14 0 3
"6287" 645502 2 0.515 0.543 6455 14 0 3
"6288" 645503 3 0.831 0.543 6455 15 0 3
"6289" 645701 1 -1.464 0.543 6457 19 0 2
"6290" 645702 2 0.255 0.543 6457 16 0 2
"6291" 646101 1 -1.131 0.543 6461 14 0 2
"6292" 646102 2 -0.793 0.543 6461 13 0 2
"6293" 647001 1 -0.588 0.573 6470 NA 0 3
"6294" 647002 2 -1.791 0.543 6470 NA 0 3
"6295" 647003 NA NA NA 6470 NA 0 3
"6296" 647201 1 -0.539 0.543 6472 14 0 5
"6297" 647202 2 -0.739 0.543 6472 15 0 5
"6298" 647203 3 -1.342 0.543 6472 13 0 5
"6299" 647204 NA NA NA 6472 15 0 5
"6300" 647205 5 0.219 0.573 6472 NA 0 5
"6301" 648101 1 0.757 0.587 6481 16 0 2
"6302" 648102 2 -0.251 0.573 6481 NA 0 2
"6303" 648201 1 -2.55 0.543 6482 12 0 5
"6304" 648202 2 1.17 0.543 6482 14 1 5
"6305" 648203 3 -2.352 0.543 6482 16 0 5
"6306" 648204 4 -4.163 0.573 6482 21 0 5
"6307" 648205 5 -1.642 0.543 6482 17 0 5
"6308" 648301 NA NA NA 6483 NA 0 1
"6309" 648501 1 0.473 0.543 6485 15 0 1
"6310" 648601 1 1.591 0.543 6486 14 0 2
"6311" 648602 2 -1.842 0.573 6486 18 0 2
"6312" 648701 1 0.202 0.578 6487 NA 0 3
"6313" 648702 2 0.479 0.573 6487 NA 0 3
"6314" 648703 NA NA NA 6487 NA 0 3
"6315" 648901 1 -0.13 0.543 6489 15 0 1
"6316" 650201 NA NA NA 6502 NA 0 1
"6317" 651201 1 2.392 0.646 6512 NA 0 3
"6318" 651202 2 1.758 0.543 6512 NA 0 3
"6319" 651203 NA NA NA 6512 NA 0 3
"6320" 651301 NA NA NA 6513 17 0 2
"6321" 651302 NA NA NA 6513 14 0 2
"6322" 651501 1 2.263 0.543 6515 NA 0 2
"6323" 651502 2 2.58 0.543 6515 NA 0 2
"6324" 651601 1 -1.702 0.543 6516 17 0 5
"6325" 651602 2 -0.985 0.543 6516 16 0 5
"6326" 651603 3 -1.509 0.543 6516 17 0 5
"6327" 651604 4 -1.843 0.543 6516 16 0 5
"6328" 651605 5 -0.809 0.543 6516 14 0 5
"6329" 652001 NA NA NA 6520 NA 0 2
"6330" 652002 NA NA NA 6520 NA 0 2
"6331" 652101 1 1.63 0.573 6521 NA 0 3
"6332" 652102 NA NA NA 6521 NA 0 3
"6333" 652103 NA NA NA 6521 NA 0 3
"6334" 652201 1 0.294 0.543 6522 NA 0 3
"6335" 652202 NA NA NA 6522 NA 0 3
"6336" 652203 NA NA NA 6522 NA 0 3
"6337" 652301 NA NA NA 6523 NA 0 7
"6338" 652302 NA NA NA 6523 NA 0 7
"6339" 652303 NA NA NA 6523 NA 0 7
"6340" 652304 NA NA NA 6523 NA 0 7
"6341" 652305 NA NA NA 6523 NA 0 7
"6342" 652306 NA NA NA 6523 NA 0 7
"6343" 652307 NA NA NA 6523 NA 0 7
"6344" 652401 NA NA NA 6524 NA 0 2
"6345" 652402 NA NA NA 6524 NA 0 2
"6346" 652501 1 -1.355 0.543 6525 NA 0 4
"6347" 652502 NA NA NA 6525 NA 0 4
"6348" 652503 NA NA NA 6525 NA 0 4
"6349" 652504 NA NA NA 6525 NA 0 4
"6350" 652601 NA NA NA 6526 NA 0 3
"6351" 652602 NA NA NA 6526 NA 0 3
"6352" 652603 NA NA NA 6526 NA 0 3
"6353" 653201 1 -0.724 0.698 6532 NA 0 3
"6354" 653202 2 -2.196 0.573 6532 NA 0 3
"6355" 653203 NA NA NA 6532 NA 0 3
"6356" 653401 NA NA NA 6534 NA 0 1
"6357" 653601 1 -2.031 0.543 6536 NA 0 2
"6358" 653602 2 -3.061 0.543 6536 NA 1 2
"6359" 653801 NA NA NA 6538 NA 1 3
"6360" 653802 2 -0.936 0.543 6538 NA 1 3
"6361" 653803 3 0.945 0.543 6538 NA 0 3
"6362" 653901 NA NA NA 6539 NA 0 1
"6363" 654001 NA NA NA 6540 NA 0 1
"6364" 654101 NA NA NA 6541 NA 0 1
"6365" 654301 NA NA NA 6543 NA 1 1
"6366" 654801 1 -0.423 0.573 6548 NA 0 1
"6367" 654901 NA NA NA 6549 NA 0 1
"6368" 655201 NA NA NA 6552 NA 0 1
"6369" 655401 NA NA NA 6554 NA 0 1
"6370" 655501 1 0.411 0.543 6555 19 0 1
"6371" 655601 NA NA NA 6556 NA 0 3
"6372" 655602 NA NA NA 6556 NA 0 3
"6373" 655603 NA NA NA 6556 NA 0 3
"6374" 656301 NA NA NA 6563 NA 0 2
"6375" 656302 NA NA NA 6563 NA 0 2
"6376" 656701 NA NA NA 6567 NA 0 1
"6377" 656801 NA NA NA 6568 NA 0 2
"6378" 656802 NA NA NA 6568 NA 0 2
"6379" 657201 NA NA NA 6572 NA 0 2
"6380" 657202 NA NA NA 6572 NA 0 2
"6381" 657501 NA NA NA 6575 17 0 1
"6382" 657801 NA NA NA 6578 NA 0 2
"6383" 657802 NA NA NA 6578 NA 0 2
"6384" 657901 NA NA NA 6579 NA 0 4
"6385" 657902 NA NA NA 6579 NA 0 4
"6386" 657903 NA NA NA 6579 NA 0 4
"6387" 657904 NA NA NA 6579 NA 0 4
"6388" 658601 NA NA NA 6586 NA 0 2
"6389" 658602 NA NA NA 6586 NA 0 2
"6390" 658701 NA NA NA 6587 13 0 4
"6391" 658702 2 1.194 0.543 6587 NA 0 4
"6392" 658703 3 0.797 0.543 6587 18 0 4
"6393" 658704 4 -1.697 0.543 6587 14 0 4
"6394" 659001 NA NA NA 6590 NA 0 2
"6395" 659002 NA NA NA 6590 NA 0 2
"6396" 659101 1 1.687 0.543 6591 NA 0 4
"6397" 659102 NA NA NA 6591 NA 0 4
"6398" 659103 NA NA NA 6591 NA 0 4
"6399" 659104 NA NA NA 6591 NA 0 4
"6400" 659201 NA NA NA 6592 NA 0 3
"6401" 659202 NA NA NA 6592 NA 0 3
"6402" 659203 NA NA NA 6592 NA 0 3
"6403" 660201 1 0.52 0.543 6602 13 0 3
"6404" 660202 2 -2.488 0.543 6602 18 0 3
"6405" 660203 3 0.082 0.543 6602 15 0 3
"6406" 660401 1 -1.694 0.543 6604 14 0 4
"6407" 660402 2 -0.068 0.543 6604 16 0 4
"6408" 660403 3 -0.797 0.543 6604 NA 0 4
"6409" 660404 4 -1.227 0.573 6604 NA 0 4
"6410" 660501 1 -0.138 0.543 6605 16 1 2
"6411" 660502 2 0.596 0.543 6605 19 1 2
"6412" 660601 1 1.581 0.543 6606 16 0 4
"6413" 660602 NA NA NA 6606 NA 0 4
"6414" 660603 3 0.642 0.543 6606 NA 0 4
"6415" 660604 4 -0.569 0.543 6606 15 0 4
"6416" 660901 NA NA NA 6609 NA 0 2
"6417" 660902 NA NA NA 6609 NA 0 2
"6418" 661001 1 -2.415 0.573 6610 NA 0 4
"6419" 661002 NA NA NA 6610 NA 0 4
"6420" 661003 NA NA NA 6610 NA 0 4
"6421" 661004 NA NA NA 6610 NA 0 4
"6422" 661101 NA NA NA 6611 NA 0 1
"6423" 661201 NA NA NA 6612 NA 0 2
"6424" 661202 NA NA NA 6612 NA 0 2
"6425" 661301 NA NA NA 6613 NA 0 2
"6426" 661302 NA NA NA 6613 NA 0 2
"6427" 661401 NA NA NA 6614 NA 1 3
"6428" 661402 NA NA NA 6614 NA 0 3
"6429" 661403 NA NA NA 6614 NA 0 3
"6430" 661501 1 -0.316 0.543 6615 NA 0 2
"6431" 661502 NA NA NA 6615 NA 0 2
"6432" 661801 NA NA NA 6618 NA 0 7
"6433" 661802 2 -3.025 0.543 6618 NA 0 7
"6434" 661803 3 -1.27 0.543 6618 NA 0 7
"6435" 661804 NA NA NA 6618 NA 0 7
"6436" 661805 NA NA NA 6618 NA 0 7
"6437" 661806 NA NA NA 6618 NA 0 7
"6438" 661807 NA NA NA 6618 NA 0 7
"6439" 662201 NA NA NA 6622 NA 0 3
"6440" 662202 NA NA NA 6622 NA 0 3
"6441" 662203 NA NA NA 6622 NA 1 3
"6442" 662701 NA NA NA 6627 NA 0 1
"6443" 662801 1 1.29 0.543 6628 NA 0 2
"6444" 662802 NA NA NA 6628 NA 1 2
"6445" 662901 1 0.417 0.698 6629 NA 0 4
"6446" 662902 NA NA NA 6629 NA 0 4
"6447" 662903 NA NA NA 6629 NA 0 4
"6448" 662904 NA NA NA 6629 NA 0 4
"6449" 663001 NA NA NA 6630 NA 0 2
"6450" 663002 NA NA NA 6630 NA 0 2
"6451" 663701 NA NA NA 6637 NA 0 2
"6452" 663702 NA NA NA 6637 NA 0 2
"6453" 663801 1 2.053 0.543 6638 NA 0 2
"6454" 663802 2 -0.642 0.543 6638 NA 0 2
"6455" 663901 NA NA NA 6639 NA 0 3
"6456" 663902 NA NA NA 6639 NA 0 3
"6457" 663903 NA NA NA 6639 NA 0 3
"6458" 664101 1 1.799 0.573 6641 NA 0 2
"6459" 664102 NA NA NA 6641 NA 0 2
"6460" 664201 NA NA NA 6642 NA 0 3
"6461" 664202 2 0.248 1.189 6642 NA 0 3
"6462" 664203 NA NA NA 6642 15 0 3
"6463" 664301 NA NA NA 6643 14.5 0 3
"6464" 664302 NA NA NA 6643 13 1 3
"6465" 664303 3 0.694 0.543 6643 15 1 3
"6466" 664401 1 -0.997 0.543 6644 16 1 2
"6467" 664402 2 -2.573 0.646 6644 NA 1 2
"6468" 664501 1 0.658 0.698 6645 16 0 2
"6469" 664502 2 -0.405 0.543 6645 14 0 2
"6470" 664601 1 -1.009 0.573 6646 15 0 2
"6471" 664602 2 2.38 0.543 6646 NA 0 2
"6472" 664701 1 -0.474 0.543 6647 NA 1 2
"6473" 664702 2 0.033 0.543 6647 NA 1 2
"6474" 665101 1 -1.899 0.543 6651 16 0 2
"6475" 665102 2 -3.105 0.543 6651 NA 0 2
"6476" 665201 1 1.765 0.543 6652 16 1 1
"6477" 665401 NA NA NA 6654 NA 0 3
"6478" 665402 2 -1.504 1.084 6654 17 0 3
"6479" 665403 3 -1.297 1.402 6654 14 0 3
"6480" 665801 1 -2.839 0.543 6658 16.5 0 3
"6481" 665802 2 -2.743 0.543 6658 NA 0 3
"6482" 665803 3 -2.002 0.543 6658 16 0 3
"6483" 665901 NA NA NA 6659 17 0 2
"6484" 665902 NA NA NA 6659 13 0 2
"6485" 666201 1 -0.034 0.543 6662 18 0 3
"6486" 666202 2 -0.565 0.573 6662 17 0 3
"6487" 666203 3 0.417 0.543 6662 14 0 3
"6488" 666401 NA NA NA 6664 NA 0 1
"6489" 666501 NA NA NA 6665 NA 0 2
"6490" 666502 NA NA NA 6665 NA 0 2
"6491" 666601 1 2.236 0.573 6666 15 0 1
"6492" 666701 NA NA NA 6667 18 0 2
"6493" 666702 NA NA NA 6667 NA 0 2
"6494" 666801 NA NA NA 6668 17 0 2
"6495" 666802 NA NA NA 6668 15 0 2
"6496" 666901 1 -1.104 0.555 6669 NA 0 3
"6497" 666902 NA NA NA 6669 NA 0 3
"6498" 666903 NA NA NA 6669 NA 0 3
"6499" 667101 NA NA NA 6671 17 0 6
"6500" 667102 NA NA NA 6671 13 1 6
"6501" 667103 3 -2.322 0.573 6671 14 0 6
"6502" 667104 4 -0.542 1.052 6671 16 0 6
"6503" 667105 5 0.953 0.573 6671 14 0 6
"6504" 667106 NA NA NA 6671 NA 0 6
"6505" 667201 1 -1.163 0.543 6672 NA 0 3
"6506" 667202 NA NA NA 6672 NA 0 3
"6507" 667203 NA NA NA 6672 NA 0 3
"6508" 667401 1 2.008 0.573 6674 NA 0 3
"6509" 667402 2 1.529 0.543 6674 20 0 3
"6510" 667403 3 1.569 0.543 6674 17 0 3
"6511" 667501 1 1.977 0.543 6675 17 0 3
"6512" 667502 NA NA NA 6675 14 0 3
"6513" 667503 NA NA NA 6675 15 0 3
"6514" 667601 1 -1.715 0.543 6676 16.5 0 3
"6515" 667602 2 -2.795 0.543 6676 16 0 3
"6516" 667603 3 -1.246 0.543 6676 14 0 3
"6517" 668401 NA NA NA 6684 16 0 3
"6518" 668402 2 1.11 0.543 6684 13.5 0 3
"6519" 668403 3 -0.07 0.543 6684 15 0 3
"6520" 668501 1 0.316 0.698 6685 NA 0 1
"6521" 669201 NA NA NA 6692 NA 0 2
"6522" 669202 NA NA NA 6692 NA 1 2
"6523" 669301 1 1.171 0.543 6693 NA 1 2
"6524" 669302 2 1.393 0.543 6693 18 0 2
"6525" 669401 NA NA NA 6694 12 0 1
"6526" 669501 NA NA NA 6695 NA 1 2
"6527" 669502 NA NA NA 6695 NA 0 2
"6528" 669901 NA NA NA 6699 NA 0 2
"6529" 669902 NA NA NA 6699 NA 0 2
"6530" 670301 NA NA NA 6703 NA 0 3
"6531" 670302 2 0.603 0.543 6703 13 0 3
"6532" 670303 NA NA NA 6703 NA 0 3
"6533" 670401 1 -4.483 0.573 6704 24 0 3
"6534" 670402 NA NA NA 6704 NA 0 3
"6535" 670403 3 -3.196 0.543 6704 NA 0 3
"6536" 670701 NA NA NA 6707 NA 0 3
"6537" 670702 NA NA NA 6707 16 0 3
"6538" 670703 NA NA NA 6707 13 1 3
"6539" 670801 NA NA NA 6708 NA 1 1
"6540" 670901 1 0.142 0.543 6709 18 0 3
"6541" 670902 2 -2.353 0.543 6709 16 0 3
"6542" 670903 3 0.398 0.543 6709 15 0 3
"6543" 671101 1 1.384 0.543 6711 16 0 2
"6544" 671102 2 -0.979 0.543 6711 15 1 2
"6545" 671201 NA NA NA 6712 16 0 2
"6546" 671202 NA NA NA 6712 20 0 2
"6547" 671401 1 0.126 0.573 6714 NA 0 1
"6548" 671801 1 -0.622 0.543 6718 NA 0 1
"6549" 672001 NA NA NA 6720 16 0 1
"6550" 672201 NA NA NA 6722 NA 0 1
"6551" 672501 NA NA NA 6725 NA 1 2
"6552" 672502 2 -1.829 0.543 6725 18 1 2
"6553" 673001 1 1.919 0.543 6730 NA 0 1
"6554" 673101 NA NA NA 6731 NA 0 1
"6555" 673401 NA NA NA 6734 NA 0 2
"6556" 673402 NA NA NA 6734 16 0 2
"6557" 673801 1 1.229 0.543 6738 NA 0 2
"6558" 673802 2 1.495 0.573 6738 NA 0 2
"6559" 674001 1 -1.465 0.543 6740 NA 0 1
"6560" 674101 1 1.981 0.573 6741 15 0 1
"6561" 674201 1 1.822 0.543 6742 NA 0 3
"6562" 674202 2 -4.303 0.543 6742 18 0 3
"6563" 674203 3 0.193 0.543 6742 14 0 3
"6564" 674401 1 -0.717 0.543 6744 13.5 0 2
"6565" 674402 2 0.372 0.543 6744 15 1 2
"6566" 674501 1 0.182 0.543 6745 19 0 2
"6567" 674502 2 -2.275 0.573 6745 12 0 2
"6568" 674701 NA NA NA 6747 NA 0 2
"6569" 674702 NA NA NA 6747 NA 0 2
"6570" 674901 1 1.728 0.543 6749 16 0 4
"6571" 674902 2 0.702 0.543 6749 16 0 4
"6572" 674903 3 0.039 0.543 6749 17 0 4
"6573" 674904 NA NA NA 6749 17 0 4
"6574" 675201 1 -1.35 0.573 6752 16 0 5
"6575" 675202 2 -0.478 0.543 6752 17 0 5
"6576" 675203 3 -1.471 0.543 6752 15 1 5
"6577" 675204 4 -4.325 0.543 6752 NA 0 5
"6578" 675205 5 2.429 0.543 6752 NA 0 5
"6579" 675301 NA NA NA 6753 16 0 2
"6580" 675302 NA NA NA 6753 NA 0 2
